"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"167","S2353","J0280","K0303",423764.7705,4686018.262,423784.8723,4686019.733,423873.1846,4686043.189,20.1555502093065,111.242853288721,"-9","FR","FR","-9","-9","4","1","4.5","1",2014,2009,2010,"0.000000","0.000000","22.076178","0.999640","0.999640","C_Se_Se","0","0","35","6","1","0","2","0","0","0","---"
"168","S2333","K0916","K1307",423765.2547,4686022.054,423765.6305,4686020.213,423768.5303,4686021.089,1.8789642457094,3.41478847949186,"FR","-9","WO","3","1","-9","-9","1.5","2.5",2014,2010,2010,"0.011046","0.002000","21.264682","0.999190","0.999190","C_Se_Se","0","0","95","9","0","1","0","0","0","0","---"
"169","S2351","K0911","K1307",423766.1305,4686020.474,423756.4719,4686028.717,423768.5303,4686021.089,12.6978582035282,2.47735040697035,"WR","-9","WO","1.5","1.5","-9","-9","1.5","2.5",2014,2010,2010,"0.000000","0.000000","22.968596","0.999853","0.999853","C_Se_Se","0","0","8","1","0","0","0","0","0","0","---"
"170","S2349","K0911","K1307",423767.779,4686019.306,423756.4719,4686028.717,423768.5303,4686021.089,14.7111329072698,1.93482316746716,"Y","-9","WO","1","2.5","-9","-9","1.5","2.5",2014,2010,2010,"0.023030","0.005000","19.450188","0.995051","0.995051","C_Se_Se","0","0","25","3","0","0","0","0","1","1","s930_115738"
"171","S0088","L0159","K1996",423768.7696,4686031.559,423771.8102,4686031.421,423783.393,4686034.472,3.04373000775691,14.9107141531781,"Y","-9","-9","0.5","2.5","-9","-9","-9","-9",2014,2011,2010,"0.011022","0.002000","21.066598","0.999013","0.999013","C_Se_Se","0","0","8","1","1","2","0","1","1","2","s382_741148,ros_assembly_620992"
"172","S3588","L1095","L1028",423774.2,4686261,423744.6402,4686237.558,423775.041,4686262.696,37.7267695414041,1.89306550377739,"WO","FR","-9","1.5","2.5","3.5","1","-9","-9",2014,2011,2011,"0.048512","0.013000","21.079964","0.999026","0.999026","C_Se_Se","0","0","298","123","0","0","2","0","0","0","---"
"173","S6394","M0145","L0413",423778.3881,4686261.588,423775.2806,4686262.903,423885.996,4686441.424,3.37428233088564,209.57205691151,"FR","WR","FR","3.5","1","2","1.5","4","1",2014,2012,2011,"0.010998","0.002000","20.651239","0.998506","0.998506","C_Se_Se","0","0","5","1","2","0","4","0","1","1","ros_assembly_758578"
"174","S0412","L0505","M1658",423779.595,4686255.575,423771.8173,4686253.56,423799.9741,4686269.142,8.03447834598132,24.4820588555285,"WR","WR","FR","2","1","2","1","4","1",2014,2011,2012,"0.029771","0.007000","21.084638","0.999031","0.999031","C_Se_Se","0","0","48","23","0","0","0","0","0","0","---"
"175","S0423","L1086","M0476",423779.9972,4686257.326,423762.1479,4686255.291,423780.862,4686256.413,17.9649307121031,1.25755637696214,"Y","WR","WR","0.5","2","1.5","1","2","1",2014,2011,2012,"0.010974","0.002000","22.541717","0.999774","0.999774","C_Se_Se","0","0","19","7","2","0","0","0","0","0","---"
"176","S0083","L0154","K0617",423780.2937,4686033.491,423743.8519,4686031.685,423780.7387,4686035.351,36.4865238580054,1.91249182946985,"FR","-9","-9","3","0.5","-9","-9","-9","-9",2014,2011,2010,"0.022778","0.005000","21.473577","0.999343","0.999343","C_Se_Se","0","0","123","41","3","3","2","0","0","0","---"
"177","S0143","K0840","L0832",423782.2288,4686036.373,423647.3873,4685981.115,423785.4875,4686030.808,145.724660528628,6.44890306053928,"W","WR","-9","0.5","1","2","1","-9","-9",2014,2010,2011,"0.015161","0.003000","22.890440","0.999841","0.999841","C_Se_Se","0","0","39","11","0","0","2","0","0","0","---"
"178","S7214","L0773","J0718",423783.1932,4686319.461,423650.701,4686356.618,423810.1385,4686337.584,137.603872437548,32.4729475268147,"WO","-9","Y","1.5","2.5","-9","-9","0.2","3",2014,2011,2009,"0.033012","0.008000","20.835052","0.998756","0.998756","C_Se_Se","0","0","26","4","1","0","0","0","0","0","---"
"179","S8067","L1023","M1099",423786.2669,4686266.379,423791.1409,4686269.73,423791.3,4686269,5.91481842535745,5.67465740035913,"W","-9","Y","0.5","1.5","-9","-9","0.5","2.5",2014,2011,2012,"0.000000","0.000000","25.901563","0.999992","0.999992","C_Se_Se","0","0","10","11","0","0","1","0","0","0","---"
"180","S3586","L0505","L0496",423786.9752,4686259.555,423771.8173,4686253.56,423785.9174,4686261.76,16.3003667876238,2.44560132489923,"WR","WR","FR","2","0.5","2","1","3","1",2014,2011,2011,"0.019542","0.004000","19.472495","0.995160","0.995160","C_Se_Se","0","0","25","4","1","0","2","0","0","0","---"
"181","S8745","J0284","J0295",423788.4521,4686036.429,423801.1674,4686054.808,423808.5774,4686035.769,22.3487470591448,20.136119290706,"FO","FR","FR","4","1.5","3","1","3","1",2014,2009,2009,"0.010926","0.002000","22.373984","0.999733","0.999733","C_Se_Se","0","0","7","2","1","0","0","0","0","0","---"
"182","S0426","L1026","L0502",423788.4794,4686261.598,423710.4096,4686226.005,423789.0794,4686263.235,85.8006720315407,1.74349333245458,"FR","-9","-9","4","1","-9","-9","-9","-9",2014,2011,2011,"0.000000","0.000000","20.843600","0.998767","0.998767","C_Se_Se","0","0","24","1","1","2","1","1","0","1","s1180_371625"
"183","S8070","L1023","K1949",423790.1235,4686267.945,423791.1409,4686269.73,424483.997,4686401.887,2.05458700486387,706.683021846556,"WR","-9","-9","2.5","0.5","-9","-9","-9","-9",2014,2011,2010,"0.000000","0.000000","24.023657","0.999949","0.999949","C_Se_Se","0","0","96","23","0","0","0","0","0","0","---"
"184","S0425","L0503","L0509",423797.8067,4686268.576,423790.7518,4686264.167,423797.109,4686267.836,8.31930856560225,1.01704733929009,"Y","W","-9","0.5","2.5","0.5","1","-9","-9",2014,2011,2011,"0.000000","0.000000","22.101239","0.999649","0.999649","C_Se_Se","0","0","16","3","0","2","1","0","1","1","s432_102321"
"185","S0415","P2652","P0918",423798.5055,4686275.3,423789.2269,4686268.156,423793.425,4686270.524,11.7102157944094,6.97292307763645,"W","W","W","0.5","1","0.5","1","0.5","1",2014,2013,2013,"0.014860","0.003000","24.916924","0.999979","0.999979","C_Se_Se","0","0","8","19","0","0","0","0","1","1","s432_102321"
"186","S6778","L0344","J0718",423800.1658,4686334.408,423807.5601,4686337.09,423810.1385,4686337.584,7.86567203040806,10.4662180986991,"Y","Y","Y","0.5","2.5","0.5","2.5","0.2","3",2014,2011,2009,"0.000000","0.000000","23.580875","0.999920","0.999920","C_Se_Se","0","0","2","1","3","0","0","0","0","0","---"
"187","S6767","K1776","L0344",423801.1524,4686333.288,423735.2629,4686027.781,423807.5601,4686337.09,312.531523624129,7.45075991364908,"WO","-9","Y","2","2.5","-9","-9","0.5","2.5",2014,2010,2011,"0.000000","0.000000","23.546435","0.999917","0.999917","C_Se_Se","0","0","19","4","0","1","0","0","0","0","---"
"188","S6880","L0505","M0492",423801.2021,4686315.319,423771.8173,4686253.56,423792.4734,4686322.071,68.3932785594255,11.0353843473637,"FR","WR","WO","3","0.5","2","1","2","2.5",2014,2011,2012,"0.022370","0.005000","20.284992","0.997846","0.997846","C_Se_Se","0","0","11","4","0","0","2","0","1","1","s89_95031"
"189","S6873","M0485","M0482",423802.1366,4686321.997,423758.538,4686329.152,423801.7976,4686321.015,44.1818056099196,1.03886717223447,"-9","FO","FR","-9","-9","3","1.5","4","1",2014,2012,2012,"0.018877","0.004000","20.777692","0.998683","0.998683","C_Se_Se","0","0","29","8","0","1","1","0","0","0","---"
"190","S6866","P2578","M0482",423802.2822,4686321.517,423748.5273,4686248.814,423801.7976,4686321.015,90.4174512081222,0.697740037803191,"-9","FO","FR","-9","-9","4","2","4","1",2014,2013,2012,"0.006418","0.001000","22.367786","0.999731","0.999731","C_Se_Se","0","0","11","7","0","1","1","0","0","0","---"
"191","S0150","K0100","M0350",423802.6411,4686038.221,423803.3672,4686039.411,423804.2,4686042,1.39403056312723,4.08791024983956,"WO","WO","FR","2.5","2","2","2.5","4","1",2014,2010,2012,"0.000000","0.000000","22.896891","0.999842","0.999842","C_Se_Se","0","0","19","2","1","0","0","0","0","0","---"
"192","S6865","M0485","M0482",423802.7472,4686321.009,423758.538,4686329.152,423801.7976,4686321.015,44.9528843750992,0.949618955153409,"-9","FO","FR","-9","-9","3","1.5","4","1",2014,2012,2012,"0.026141","0.006000","21.654618","0.999452","0.999452","C_Se_Se","0","0","36","7","2","1","1","0","0","0","---"
"193","S5149","K0999","J0718",423802.7721,4686334.863,423806.2745,4686336.15,423810.1385,4686337.584,3.73137705964037,7.85287781386275,"WO","FR","Y","1.5","2.5","4","1","0.2","3",2014,2010,2009,"0.018735","0.004000","21.867617","0.999557","0.999557","C_Se_Se","0","0","17","7","0","0","0","0","0","0","---"
"194","S0156","K1145","K0115",423802.9851,4686036.865,423805.8661,4686040.491,423881.3495,4686061.047,4.63120254374108,82.0106597422837,"FR","-9","FO","4","0.5","-9","-9","4","2",2014,2010,2010,"0.035608","0.009000","21.217878","0.999152","0.999152","C_Se_Se","0","0","73","24","1","1","2","1","0","1","s91_122561"
"195","S6779","L1516","K2038",423804.2343,4686334.307,423559.948,4686436.664,423852.5157,4686354.041,264.863647593768,52.1586458984955,"FO","-9","-9","3.5","2.5","-9","-9","-9","-9",2014,2011,2010,"0.015100","0.003000","20.898620","0.998833","0.998833","C_Se_Se","0","0","10","2","2","1","0","0","0","0","---"
"196","S6828","M0482","K2026",423804.9316,4686321.75,423801.7976,4686321.015,423854.6397,4686377.522,3.21903417201781,74.7088427804607,"-9","FR","-9","-9","-9","4","1","-9","-9",2014,2012,2010,"0.038645","0.010000","21.454094","0.999330","0.999330","C_Se_Se","0","0","21","9","1","1","1","0","0","0","---"
"197","S6773","K1776","L0344",423805.8241,4686332.871,423735.2629,4686027.781,423807.5601,4686337.09,313.143403324031,4.56219870197812,"WR","-9","Y","2","1","-9","-9","0.5","2.5",2014,2010,2011,"0.032849","0.008000","21.739986","0.999496","0.999496","C_Se_Se","0","0","81","26","2","1","0","0","0","0","---"
"198","S5160","L1516","J0718",423806.4734,4686335.394,423559.948,4686436.664,423810.1385,4686337.584,266.515263624976,4.26955009428357,"WO","-9","Y","1.5","2.5","-9","-9","0.2","3",2014,2011,2009,"0.007408","0.001000","24.135559","0.999954","0.999954","C_Se_Se","0","0","3","1","0","1","0","0","0","0","---"
"199","S6718","L0335","K1000",423807.1138,4686336.168,423788.2999,4686331.22,423847.9153,4686371.515,19.4536767015624,53.9830789345592,"W","WO","-9","0.5","1","2","3.5","-9","-9",2014,2011,2010,"0.010854","0.002000","22.699868","0.999807","0.999807","C_Se_Se","0","0","22","8","3","1","1","0","0","0","---"
"200","S0159","J1578","K0601",423807.6397,4686037.874,423800.0454,4686044.745,423800.338,4686039.631,10.2412906166041,7.51011796784301,"FR","-9","-9","3","1","-9","-9","-9","-9",2014,2009,2010,"0.026096","0.006000","21.990273","0.999608","0.999608","C_Se_Se","0","0","64","30","0","0","1","0","0","0","---"
"201","S7200","L0773","J0718",423809.8466,4686336.078,423650.701,4686356.618,423810.1385,4686337.584,160.465615006325,1.53402790397162,"Y","-9","Y","0.5","2.5","-9","-9","0.2","3",2014,2011,2009,"0.007032","0.001000","22.594462","0.999786","0.999786","C_Se_Se","0","0","10","4","1","0","0","0","0","0","---"
"202","S6387","L1086","M0129",423810.3416,4686277.138,423762.1479,4686255.291,423820.4714,4686290.342,52.9143092999735,16.6420691032558,"WO","WR","WR","1.5","2.5","1.5","1","2","1",2014,2011,2012,"0.000000","0.000000","22.082797","0.999643","0.999643","C_Se_Se","0","0","98","7","1","0","0","0","0","0","---"
"203","S5147","J0718","L1017",423810.6478,4686337.476,423810.1385,4686337.584,423822.7485,4686283.134,0.520625095416298,55.672972837003,"WR","Y","-9","2","1.5","0.2","3","-9","-9",2014,2009,2011,"0.000000","0.000000","22.976302","0.999854","0.999854","C_Se_Se","0","0","43","15","0","0","0","0","0","0","---"
"204","S6277","L0503","M0474",423815.1412,4686276.915,423790.7518,4686264.167,423815.8697,4686276.904,27.5200715179109,0.728583042591956,"WR","W","WR","1.5","1","0.5","1","1.5","1",2014,2011,2012,"0.000000","0.000000","22.395886","0.999739","0.999739","C_Se_Se","0","0","73","27","1","2","1","0","0","0","---"
"205","S8775","J1294","J0541",423815.8705,4686042.722,423827.7539,4686039.966,424125.0778,4686119.304,12.1988004147984,318.549771773917,"W","-9","-9","0.5","0.5","-9","-9","-9","-9",2014,2009,2009,"0.000000","0.000000","23.951661","0.999945","0.999945","C_Se_Se","0","0","14","3","2","0","1","0","0","0","---"
"206","S6875","L0450","L0358",423816.9344,4686324.789,423813.9411,4686323.969,423824.9747,4686328.191,3.10358581171432,8.73040824293576,"FR;FO;FR","FR","FR","3.5;3.5;3.5","0.5;1.5;1","4","1","4","0.5",2014,2011,2011,"0.007133","0.001000","22.298266","0.999712","0.999712","C_Se_Se","0","0","28","11","1","1","4","0","0","0","---"
"207","S3585","M1222","L0510",423817.5234,4686283.049,423816.2,4686281,423816.7701,4686278.742,2.43921884187309,4.37238034601632,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2012,2011,"0.035162","0.009000","20.438452","0.998152","0.998152","C_Se_Se","0","0","104","17","0","0","0","0","0","0","---"
"208","S0091","J0477","J0473",423817.8787,4686044.239,423826.9183,4686040.79,423831.4198,4686043.746,9.67522450181308,13.5500715204407,"W","W","-9","0.5","0.5","0.5","1","-9","-9",2014,2009,2009,"0.035217","0.009000","21.160203","0.999101","0.999101","C_Se_Se","0","0","8","3","1","1","1","0","1","1","s382_741148"
"209","S7220","L0450","L0358",423817.9453,4686318.452,423813.9411,4686323.969,423824.9747,4686328.191,6.81695728607103,12.010852815731,"FR","FR","FR","4","0.5","4","1","4","0.5",2014,2011,2011,"0.000000","0.000000","23.791288","0.999935","0.999935","C_Se_Se","0","0","24","4","2","1","4","0","0","0","---"
"210","S7201","L0450","L0358",423819.6002,4686320.137,423813.9411,4686323.969,423824.9747,4686328.191,6.83444487912741,9.68257022917621,"FR","FR","FR","3.5","0.5","4","1","4","0.5",2014,2011,2011,"0.000000","0.000000","23.912168","0.999943","0.999943","C_Se_Se","0","0","43","3","1","1","4","0","0","0","---"
"211","S7207","L0450","L0358",423819.6594,4686320.09,423813.9411,4686323.969,423824.9747,4686328.191,6.90981880283049,9.68909774369091,"FO","FR","FR","3.5","2.5","4","1","4","0.5",2014,2011,2011,"0.000000","0.000000","23.370455","0.999901","0.999901","C_Se_Se","0","0","62","9","0","1","4","0","0","0","---"
"212","S0035","K0546","J1544",423822.0622,4686045.418,423801.9483,4686035.673,423819.1901,4686062.305,22.3502572288082,17.1294987496249,"Y","-9","-9","0.5","2.5","-9","-9","-9","-9",2014,2010,2009,"0.018527","0.004000","23.463013","0.999910","0.999910","C_Se_Se","0","0","32","10","0","1","0","0","0","0","---"
"213","S6769","M1372","M0497",423822.6656,4686342.315,423823.0316,4686342.673,423823.1964,4686343.102,0.511976561954429,0.949272162918963,"FR","FO","FR","3.5","0.5","4","2.5","4","1",2014,2012,2012,"0.032687","0.008000","20.210006","0.997679","0.997679","C_Se_Se","0","0","10","3","0","0","1","0","0","0","---"
"214","S6863","L0358","L0383",423822.8248,4686329.958,423824.9747,4686328.191,424034.4892,4686439.682,2.78286884528419,238.413872086862,"-9","FR","FO","-9","-9","4","0.5","4","2.5",2014,2011,2011,"0.000000","0.000000","23.772615","0.999934","0.999934","C_Se_Se","0","0","5","1","0","4","0","0","0","0","---"
"215","S6585","L1026","L0358",423823.2688,4686329.867,423710.4096,4686226.005,423824.9747,4686328.191,153.377032402461,2.3914578837872,"FR","-9","FR","3.5","1","-9","-9","4","0.5",2014,2011,2011,"0.029420","0.007000","20.294574","0.997867","0.997867","C_Se_Se","0","0","19","3","4","2","4","1","0","1","s1180_371625"
"216","S7187","L1079","M1372",423823.3454,4686342.665,423732.1496,4686230.428,423823.0316,4686342.673,144.616105972251,0.31390195922979,"WO","Y","FO","2","2.5","0.5","2.5","4","2.5",2014,2011,2012,"0.006320","0.001000","21.776315","0.999514","0.999514","C_Se_Se","0","0","10","5","1","0","0","0","0","0","---"
"217","S6823","L0331","L0358",423823.4051,4686328.402,423821.2245,4686341.42,423824.9747,4686328.191,13.1993689380937,1.58371877560331,"FR","FR","FR","4","0.5","4.5","1","4","0.5",2014,2011,2011,"0.000000","0.000000","24.551588","0.999970","0.999970","C_Se_Se","0","0","7","2","1","0","4","0","0","0","---"
"218","S5269","L0336","M0497",423824.1343,4686342.698,423821.9329,4686341.73,423823.1964,4686343.102,2.40482555681113,1.02121124651304,"Y","WO","FR","1","2.5","2","2.5","4","1",2014,2011,2012,"0.000000","0.000000","22.553340","0.999777","0.999777","C_Se_Se","0","0","4","1","0","0","1","0","0","0","---"
"219","S6768","L1098","M1372",423824.2126,4686343.271,423724.8383,4686224.3,423823.0316,4686342.673,155.01403272437,1.32376923942886,"FO","-9","FO","3","2.5","-9","-9","4","2.5",2014,2011,2012,"0.014890","0.003000","21.290398","0.999211","0.999211","C_Se_Se","0","0","59","6","1","1","0","0","0","0","---"
"220","S6587","L0331","L0358",423824.3346,4686329.376,423821.2245,4686341.42,423824.9747,4686328.191,12.4390778598817,1.34683072851046,"FR","FR","FR","3","1","4.5","1","4","0.5",2014,2011,2011,"0.000000","0.000000","23.934585","0.999944","0.999944","C_Se_Se","0","0","18","15","0","0","4","0","0","0","---"
"221","S6872","L0358","L0778",423824.4139,4686328.382,423824.9747,4686328.191,424034.7113,4686440.016,0.592433658951919,238.090626448607,"FO","FR","-9","3.5","1.5","4","0.5","-9","-9",2014,2011,2011,"0.007588","0.001000","21.769893","0.999511","0.999511","C_Se_Se","0","0","13","3","2","4","0","0","1","1","s50_706008"
"222","S5267","L0336","M1372",423824.8079,4686343.942,423821.9329,4686341.73,423823.0316,4686342.673,3.6274741897311,2.18302603936479,"FR","WO","FO","3","1","2","2.5","4","2.5",2014,2011,2012,"0.029126","0.007000","20.590170","0.998412","0.998412","C_Se_Se","0","0","2","1","0","0","0","1","0","1","ros_assembly_737420"
"223","S6870","L0331","L0358",423825.0128,4686328.023,423821.2245,4686341.42,423824.9747,4686328.191,13.9223139559097,0.172266101904043,"FR","FR","FR","3.5","1","4.5","1","4","0.5",2014,2011,2011,"0.000000","0.000000","24.091050","0.999952","0.999952","C_Se_Se","0","0","7","4","0","0","4","0","0","0","---"
"224","S6597","L0331","L0358",423825.2055,4686328.372,423821.2245,4686341.42,423824.9747,4686328.191,13.6417984513168,0.293308097860703,"-9","FR","FR","-9","-9","4.5","1","4","0.5",2014,2011,2011,"0.045185","0.012000","20.293784","0.997865","0.997865","C_Se_Se","0","0","8","4","0","0","4","0","1","1","s91_122561"
"225","S6862","L0331","L0358",423826.1012,4686327.703,423821.2245,4686341.42,423824.9747,4686328.191,14.5581005592954,1.22765884910932,"-9","FR","FR","-9","-9","4.5","1","4","0.5",2014,2011,2011,"0.007257","0.001000","23.134217","0.999875","0.999875","C_Se_Se","0","0","18","11","1","0","4","0","0","0","---"
"226","S3541","L1055","L1017",423827.5443,4686281.409,423736.1247,4686238.039,423822.7485,4686283.134,101.185474076934,5.09659912480106,"FR","-9","-9","4","1","-9","-9","-9","-9",2014,2011,2011,"0.000000","0.000000","24.275062","0.999960","0.999960","C_Se_Se","0","0","11","3","0","0","0","0","0","0","---"
"227","S3544","M0103","L1040",423827.924,4686289.08,423821.9,4686286,423843.8105,4686297.009,6.76572065638002,17.7552787430495,"WR","WR","FR","1.5","1","2","1","4","1",2014,2012,2011,"0.000000","0.000000","22.518942","0.999769","0.999769","C_Se_Se","0","0","24","3","0","0","0","0","0","0","---"
"228","S6861","L0331","L0358",423828.14,4686328.851,423821.2245,4686341.42,423824.9747,4686328.191,14.3458670443236,3.23337657722608,"-9","FR","FR","-9","-9","4.5","1","4","0.5",2014,2011,2011,"0.000000","0.000000","24.563453","0.999970","0.999970","C_Se_Se","0","0","8","4","0","0","4","0","0","0","---"
"229","S6774","L1098","M1372",423830.3249,4686343.139,423724.8383,4686224.3,423823.0316,4686342.673,158.902897080915,7.3081721990041,"FR","-9","FO","3","1","-9","-9","4","2.5",2014,2011,2012,"0.011322","0.002000","21.318170","0.999232","0.999232","C_Se_Se","0","0","134","10","3","1","0","0","0","0","---"
"230","S0183","J1553","K0110",423834.9307,4686051.012,423842.5577,4686046.638,423844.8477,4686047.519,8.79221274755333,10.5141779515876,"W","WO","Y","0.5","0.5","2","2.5","1","2",2014,2009,2010,"0.006802","0.001000","21.945903","0.999590","0.999590","C_Se_Se","0","0","5","3","1","0","2","0","0","0","---"
"231","S0434","L1019","L1040",423836.5675,4686290.294,423839.5782,4686293.641,423843.8105,4686297.009,4.50185778211114,9.87685547116296,"FR","-9","FR","4","1","-9","-9","4","1",2014,2011,2011,"0.026653","0.006000","21.071260","0.999018","0.999018","C_Se_Se","0","0","81","23","0","0","0","1","0","1","s1099_632387"
"232","S5172","L1579","L0367",423836.6712,4686358.832,423505.667,4687318.687,423837.204,4686357.431,1015.32526878911,1.49889187120037,"WR","-9","FR","1.5","1","-9","-9","3.5","1",2014,2011,2011,"0.025870","0.006000","19.486135","0.995225","0.995225","C_Se_Se","0","0","18","2","2","1","1","1","0","1","ros_assembly_620992"
"233","S5177","L1015","L0367",423836.6811,4686358.832,423824.1835,4686283.428,423837.204,4686357.431,76.4326711673396,1.49540142154035,"-9","-9","FR","-9","-9","-9","-9","3.5","1",2014,2011,2011,"0.000000","0.000000","22.160941","0.999669","0.999669","C_Se_Se","0","0","15","2","0","0","1","1","0","1","s382_741148"
"234","S5264","K1000","L0294",423836.7443,4686351.534,423847.9153,4686371.515,423926.8251,4686542.616,22.8917365437093,211.250754443133,"FO","-9","FO","4","2.5","-9","-9","4","2.5",2014,2010,2011,"0.035107","0.009000","20.348741","0.997979","0.997979","C_Se_Se","0","0","37","7","1","1","2","0","1","1","s1180_371625"
"235","S0196","M0047","L1847",423836.8835,4686046.738,423837.5835,4686046.038,424120.202,4686118.757,0.989949493801107,292.328768347032,"Y","Y","WR","0.5","2.5","0.5","2.5","2","1",2014,2012,2011,"0.000000","0.000000","23.202485","0.999883","0.999883","C_Se_Se","0","0","15","3","0","0","0","0","0","0","---"
"236","S5278","L0529","K1000",423837.5208,4686352.685,423838.4367,4686341.355,423847.9153,4686371.515,11.3669596986452,21.5084757770675,"Y","Y","-9","0.5","2.5","1","2.5","-9","-9",2014,2011,2010,"0.000000","0.000000","24.467015","0.999967","0.999967","C_Se_Se","0","0","42","15","1","0","1","0","0","0","---"
"237","S5170","L0336","L0367",423837.6829,4686358.062,423821.9329,4686341.73,423837.204,4686357.431,22.6891322880079,0.792152895629175,"WR","WO","FR","1.5","1.5","2","2.5","3.5","1",2014,2011,2011,"0.000000","0.000000","23.135582","0.999875","0.999875","C_Se_Se","0","0","13","1","0","0","1","0","1","1","s91_122561"
"238","S6764","L0367","K1000",423837.7889,4686358.509,423837.204,4686357.431,423847.9153,4686371.515,1.22645505804522,16.4833253004824,"-9","FR","-9","-9","-9","3.5","1","-9","-9",2014,2011,2010,"0.000000","0.000000","23.486892","0.999912","0.999912","C_Se_Se","0","0","42","12","1","1","1","1","0","1","s91_122561"
"239","S5162","L0367","K1000",423838.2494,4686358.147,423837.204,4686357.431,423847.9153,4686371.515,1.26709003622682,16.4964555830834,"FR","FR","-9","4","1","3.5","1","-9","-9",2014,2011,2010,"0.000000","0.000000","21.996866","0.999611","0.999611","C_Se_Se","0","0","56","7","0","1","1","1","0","1","s91_122561"
"240","S2754","M1657","L0368",423839.0112,4686338.586,423837,4686340,423844.4223,4686343.902,2.45852017272065,7.58550322693597,"FR","FR","FR","4.5","0.5","4","1","4","0.5",2014,2012,2011,"0.000000","0.000000","22.932082","0.999847","0.999847","C_Se_Se","0","0","93","12","1","0","1","0","0","0","---"
"241","S6766","L0367","K1000",423839.6543,4686355.514,423837.204,4686357.431,423847.9153,4686371.515,3.11108648026226,18.0076684214092,"FR","FR","-9","3.5","1","3.5","1","-9","-9",2014,2011,2010,"0.000000","0.000000","22.467404","0.999757","0.999757","C_Se_Se","0","0","36","29","0","1","1","0","0","0","---"
"242","S2701","L0368","L0370",423839.8009,4686341.459,423844.4223,4686343.902,423849.5608,4686354.64,5.22738815852505,16.4010490215277,"FR","FR","FR","4","0.5","4","0.5","3.5","1",2014,2011,2011,"0.011374","0.002000","21.292770","0.999213","0.999213","C_Se_Se","0","0","8","2","0","1","0","0","0","0","---"
"243","S5271","L0367","K1000",423839.802,4686354.923,423837.204,4686357.431,423847.9153,4686371.515,3.61104804692831,18.4694369395635,"-9","FR","-9","-9","-9","3.5","1","-9","-9",2014,2011,2010,"0.011400","0.002000","21.938423","0.999587","0.999587","C_Se_Se","0","0","16","5","0","1","1","1","0","1","s91_122561"
"244","S2707","L0305","J1087",423841.2764,4686342.736,423855.2426,4686362.31,424475.7795,4686397.553,24.0457110196716,636.866616646476,"WO","WR","-9","1.5","2.5","1.5","1","-9","-9",2014,2011,2009,"0.000000","0.000000","21.531808","0.999380","0.999380","C_Se_Se","0","0","136","12","0","0","0","0","0","0","---"
"245","S2711","L1086","L0368",423841.6742,4686342.393,423762.1479,4686255.291,423844.4223,4686343.902,117.945711222098,3.13514506979416,"WR","WR","FR","1.5","0.5","1.5","1","4","0.5",2014,2011,2011,"0.000000","0.000000","22.904394","0.999843","0.999843","C_Se_Se","0","0","35","3","1","0","1","0","0","0","---"
"246","S3556","L1021","L1019",423842.9689,4686292.207,423801.328,4686275.797,423839.5782,4686293.641,44.7577105403613,3.68146743680833,"FR","-9","-9","4","1","-9","-9","-9","-9",2014,2011,2011,"0.000000","0.000000","22.385964","0.999736","0.999736","C_Se_Se","0","0","20","5","0","0","0","0","0","0","---"
"247","S2752","M1657","L0368",423843.2364,4686338.692,423837,4686340,423844.4223,4686343.902,6.37209141180789,5.34326293659311,"FR","FR","FR","4","0.5","4","1","4","0.5",2014,2012,2011,"0.000000","0.000000","22.618796","0.999791","0.999791","C_Se_Se","0","0","35","3","2","0","1","0","0","0","---"
"248","S2749","M1657","L0368",423843.7749,4686337.02,423837,4686340,423844.4223,4686343.902,7.40132893559768,6.9123838697601,"FR","FR","FR","4","0.5","4","1","4","0.5",2014,2012,2011,"0.000000","0.000000","24.099457","0.999952","0.999952","C_Se_Se","0","0","24","5","0","0","1","0","0","0","---"
"249","S7239","L1527","J1098",423844.6186,4686363.281,423845.7488,4686364.94,424474.8531,4686402.045,2.0073945900053,631.425508422203,"-9","-9","FO","-9","-9","-9","-9","4","1.5",2014,2011,2009,"0.000000","0.000000","22.465353","0.999756","0.999756","C_Se_Se","0","0","206","20","0","0","0","0","0","0","---"
"250","S4942","L0367","L1527",423845.2839,4686367.216,423837.204,4686357.431,423845.7488,4686364.94,12.6897994078773,2.32299548174806,"FR","FR","-9","4","0.5","3.5","1","-9","-9",2014,2011,2011,"0.007174","0.001000","21.725266","0.999489","0.999489","C_Se_Se","0","0","44","28","2","1","0","1","0","1","s91_122561"
"251","S5104","L1509","L1513",423845.5448,4686365.061,423848.9694,4686371.04,423849.0831,4686370.345,6.89030668138758,6.35926276308399,"FO","-9","-9","3.5","2.5","-9","-9","-9","-9",2014,2011,2011,"0.016106","0.003000","21.877796","0.999561","0.999561","C_Se_Se","0","0","23","15","1","3","0","0","0","0","---"
