"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"15","S0707","M0960","L1005",422536.0486,4686294.107,422528.0704,4686293.945,423058.911,4686240.603,7.97984456234081,525.592777109593,"Y","Y","Y","0","2.5","0.5","2.5","0.5","2.5",2014,2012,2011,"0.019390","0.004000","22.642837","0.999796","0.999796","C_Se_Se","0","0","10","7","0","1","2","0","0","0","---"
"16","S5275","L0951","L0990",422654.7371,4686720.183,422652.1678,4686721.885,422677.3249,4686723.178,3.08189981809012,22.7854939345131,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2011,2011,"0.012148","0.002000","22.226177","0.999690","0.999690","C_Se_Se","0","0","48","4","2","0","1","0","0","0","---"
"17","S3769","M1030","M0623",422686.6495,4687066.281,422683.8235,4687068.281,422695.3136,4687063.337,3.46212015967171,9.1506155427214,"Y","Y","WO","0.5","2.5","0.5","2.5","2","2.5",2014,2012,2012,"0.000000","0.000000","23.895203","0.999942","0.999942","C_Se_Se","0","0","22","3","0","0","0","0","0","0","---"
"18","S4796","M0180","M0991",422887.9292,4686250.198,422882.8,4686241,422912.4661,4686238.398,10.5314717223022,27.2268151205006,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","3",2014,2012,2012,"0.000000","0.000000","24.459522","0.999967","0.999967","C_Se_Se","0","0","8","4","2","0","0","0","0","0","---"
"19","S6404","M0910","P3491",422894.2,4686988,422859.4,4687033,422893.764,4686987.475,56.886202193495,0.682437543208011,"W","WR","Y","0.5","0.5","2","1","0.5","2.5",2014,2012,2013,"0.000000","0.000000","22.926525","0.999846","0.999846","C_Se_Se","0","0","71","2","2","4","0","0","0","0","---"
"20","S0603","L1000","M0991",422908.8225,4686238.091,422902.6399,4686241.1,422912.4661,4686238.398,6.87594529920575,3.65651062627933,"Y","WO","Y","0.5","2.5","1.5","2.5","0.5","3",2014,2011,2012,"0.000000","0.000000","24.067334","0.999951","0.999951","C_Se_Se","0","0","4","1","0","1","0","0","0","0","---"
"21","S3573","P3192","L1777",422936.5938,4687015.685,422922.0627,4687016.257,422922.6094,4687018.524,14.542353702536,14.2696658812435,"Y","Y","Y","1","2.5","0.5","2.5","0.5","2.5",2014,2013,2011,"0.000000","0.000000","25.050389","0.999982","0.999982","C_Se_Se","0","0","2","1","1","1","0","0","0","0","---"
"22","S3522","K0996","K1000",422957.1633,4687008.512,423845.868,4686367.667,423847.9153,4686371.515,1095.66343273231,1095.08187068982,"-9","-9","-9","-9","-9","-9","-9","-9","-9",2014,2010,2010,"0.000000","0.000000","24.050039","0.999950","0.999950","C_Se_Se","0","0","31","11","1","0","1","0","0","0","---"
"23","S4789","L0995","K1580",422972.527,4686222.987,422974.2882,4686223.995,422982.1548,4686226.325,2.02925834747441,10.1900332111016,"WO","Y","-9","1.5","2.5","0.5","2.5","-9","-9",2014,2011,2010,"0.022532","0.005000","20.866478","0.998795","0.998795","C_Se_Se","0","0","43","6","0","0","1","0","0","0","---"
"24","S4832","L0996","L0944",423049.8811,4686175.146,422976.3639,4686224.3,423049.031,4686173.695,88.4358208637757,1.68168695311643,"WO","FO","Y","2","2.5","3","2.5","0.5","2.5",2014,2011,2011,"0.035664","0.009000","19.249896","0.993960","0.993960","C_Se_Se","0","0","9","2","1","0","3","1","0","1","s382_741148"
"25","S4828","L0944","L1003",423050.12,4686175.766,423049.031,4686173.695,423063.8632,4686245.472,2.33986367081677,71.0478851358291,"Y","Y","WO","0.5","2.5","0.5","2.5","1.5","2.5",2014,2011,2011,"0.000000","0.000000","24.913988","0.999979","0.999979","C_Se_Se","0","0","11","1","1","3","0","0","0","0","---"
"26","S4849","L0638","L0944",423050.619,4686172.533,422813.9873,4686278.045,423049.031,4686173.695,259.089450941031,1.96773677128641,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2014,2011,2011,"0.000000","0.000000","24.541423","0.999969","0.999969","C_Se_Se","0","0","53","11","1","0","3","0","0","0","---"
"27","S6529","L0944","L1003",423050.695,4686174.511,423049.031,4686173.695,423063.8632,4686245.472,1.8533083929509,72.1724671343467,"WO","Y","WO","1.5","2.5","0.5","2.5","1.5","2.5",2014,2011,2011,"0.006369","0.001000","22.796192","0.999825","0.999825","C_Se_Se","0","0","6","1","2","3","0","0","0","0","---"
"28","S4840","L0944","L1429",423050.8858,4686178.945,423049.031,4686173.695,423734.0937,4686237.613,5.56801428158151,685.722224261701,"WR","Y","-9","1.5","0.5","0.5","2.5","-9","-9",2014,2011,2011,"0.000000","0.000000","22.279590","0.999706","0.999706","C_Se_Se","0","0","15","2","0","3","1","0","1","1","s91_122561"
"29","S4830","L1006","L0944",423051.2812,4686174.468,422964.6363,4686222.981,423049.031,4686173.695,99.3018119922696,2.37927069500548,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2014,2011,2011,"0.000000","0.000000","25.746904","0.999991","0.999991","C_Se_Se","0","0","11","1","1","1","3","0","0","0","---"
"30","S8553","K1578","K1563",423097.9785,4686234.129,423028.7392,4686241.676,423094.2093,4686219.122,69.6493924847589,15.4731030378145,"-9","-9","-9","-9","-9","-9","-9","-9","-9",2014,2010,2010,"0.000000","0.000000","23.887303","0.999941","0.999941","C_Se_Se","0","0","16","5","0","0","1","0","0","0","---"
"31","S8558","M0988","L0949",423111.3825,4686223.955,423047.1134,4686244.771,423119.9945,4686235.174,67.5560735300646,14.143284801978,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2012,2011,"0.000000","0.000000","25.325965","0.999986","0.999986","C_Se_Se","0","0","16","1","1","0","1","0","0","0","---"
"32","S8639","M0988","L0949",423113.824,4686227.546,423047.1134,4686244.771,423119.9945,4686235.174,68.898510704904,9.81129218006819,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2012,2011,"0.000000","0.000000","24.644954","0.999972","0.999972","C_Se_Se","0","0","22","10","1","0","1","0","0","0","---"
"33","S0734","M0995","M0967",423124.3312,4686228.183,422870.9269,4686251.394,423105.9094,4686266.499,254.465105229564,42.514451322027,"Y","Y","Y","0.5","2.5","0.5","2.5","1","2.5",2014,2012,2012,"0.000000","0.000000","22.921949","0.999846","0.999846","C_Se_Se","0","0","2","1","0","2","1","0","0","0","---"
"34","S0739","M1335","M1308",423128.0622,4686231.631,423086.4149,4686246.797,423120.697,4686281.651,44.3227385581832,50.5593371297061,"Y","Y","WO","0.5","2.5","0.5","2.5","1.5","2.5",2014,2012,2012,"0.000000","0.000000","26.427673","0.999995","0.999995","C_Se_Se","0","0","2","1","1","0","0","0","0","0","---"
"35","S8571","M1304","L0948",423276.1974,4686019.1,423276.3,4686020,423316.7199,4686028.059,0.905829322039879,41.5010444117348,"WO","Y","-9","1.5","2.5","0.5","2.5","-9","-9",2014,2012,2011,"0.019278","0.004000","19.609982","0.995779","0.995779","C_Se_Se","0","0","8","1","0","3","1","0","1","1","s1187_290152"
"36","S5185","M0720","M0726",423421.3327,4686936.804,423420.9612,4686936.932,423421.3,4686938,0.392932882477546,1.19644694454353,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2014,2012,2012,"0.000000","0.000000","24.644685","0.999972","0.999972","C_Se_Se","0","0","9","3","4","1","1","0","0","0","---"
"37","S5183","M0720","M0726",423421.3511,4686936.689,423420.9612,4686936.932,423421.3,4686938,0.459424650951798,1.31199550660796,"WO","Y","Y","1.5","2.5","0.5","2.5","0.5","2.5",2014,2012,2012,"0.007565","0.001000","23.540355","0.999917","0.999917","C_Se_Se","0","0","5","1","0","1","1","0","1","1","ros_assembly_737420"
"38","S4978","L0075","K1719",423432.9986,4685856.623,423522.7711,4685933.384,423963.8706,4686088.494,118.11584515739,579.300648217454,"WO","-9","-9","1.5","2.5","-9","-9","-9","-9",2014,2011,2010,"0.016246","0.003000","22.564321","0.999779","0.999779","C_Se_Se","0","0","17","14","0","1","0","0","0","0","---"
"39","S1915","L0824","L0087",423440.8456,4685891.331,423444.0222,4685892.567,423591.132,4685965.059,3.40858967301299,167.397192356898,"FR","-9","-9","3","1","-9","-9","-9","-9",2014,2011,2011,"0.023073","0.005000","19.874544","0.996757","0.996757","C_Se_Se","0","0","40","8","0","1","0","0","0","0","---"
"40","S1931","K1289","L0054",423470.9479,4685895.146,423504.92,4685907.152,423517.0109,4685925.693,36.0312033438827,55.2713232880515,"WO","W","-9","1.5","2.5","0.5","1.5","-9","-9",2014,2010,2011,"0.000000","0.000000","23.459565","0.999910","0.999910","C_Se_Se","0","0","5","1","0","0","0","0","0","0","---"
"41","S5296","J0864","J1010",423481.5473,4687204.48,423525.9312,4687299.412,423529.5719,4687294.808,104.795110587471,102.301074232457,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2",2014,2009,2009,"0.007925","0.001000","23.053415","0.999865","0.999865","C_Se_Se","0","0","19","5","0","0","1","0","0","0","---"
"42","S6029","L0410","L0325",423484.6,4687200,423486.9254,4687202.725,423490.8475,4687204.838,3.58233306074578,7.90174033073528,"WO","Y","WR","1.5","2.5","1","2.5","1.5","1",2014,2011,2011,"0.000000","0.000000","23.043461","0.999863","0.999863","C_Se_Se","0","0","171","32","1","0","0","0","0","0","---"
"43","S5195","J1008","J0876",423485.2327,4687275.509,423505.5066,4687297.784,423515.4582,4687288.415,30.1198712850467,32.8655699214389,"Y","Y","-9","0.5","2.5","0.5","3","-9","-9",2014,2009,2009,"0.000000","0.000000","23.050292","0.999864","0.999864","C_Se_Se","0","0","3","1","4","0","2","0","0","0","---"
"44","S8477","L0554","L0566",423487.6273,4687204.242,423501.1175,4687279.792,423510.4623,4687317.517,76.7449542064661,115.553722787651,"Y","Y","Y","0.5","2.5","0.5","2","0.5","2.5",2014,2011,2011,"0.000000","0.000000","23.806052","0.999936","0.999936","C_Se_Se","0","0","3","1","2","0","2","0","0","0","---"
"45","S5290","L1578","L0556",423491.0298,4687285.946,423498.5171,4687300.656,423505.1923,4687296.853,16.5058705098697,17.8756553793662,"Y","-9","Y","0.5","2.5","-9","-9","1","2.5",2014,2011,2011,"0.000000","0.000000","23.519991","0.999915","0.999915","C_Se_Se","0","0","4","2","1","0","0","0","0","0","---"
"46","S1993","P1168","M0249",423492.5627,4685905.048,423491.3908,4685911.56,423580.6607,4685950.177,6.61660740857925,98.9842626126739,"Y","Y","W","0.5","2.5","0.5","2.5","0.5","1",2014,2013,2012,"0.000000","0.000000","23.842157","0.999938","0.999938","C_Se_Se","0","0","22","8","1","2","0","0","0","0","---"
"47","S8434","L0325","L0561",423497.4263,4687259.093,423490.8475,4687204.838,423504.092,4687284.126,54.6524073982849,25.9052628915673,"Y","WR","Y","0.5","2.5","1.5","1","0.5","2.5",2014,2011,2011,"0.000000","0.000000","22.372297","0.999732","0.999732","C_Se_Se","0","0","12","1","0","0","0","0","0","0","---"
"48","S0070","K1711","K1289",423498.1608,4685908.165,423472.0357,4685895.399,423504.92,4685907.152,29.0773383583483,6.83468753054268,"FO","WR","W","3","1.5","1.5","1","0.5","1.5",2014,2010,2010,"0.011776","0.002000","20.730866","0.998620","0.998620","C_Se_Se","0","0","19","1","0","0","0","0","0","0","---"
"49","S8417","J0876","J1211",423501.8334,4687283.969,423515.4582,4687288.415,423523.7828,4687292.814,14.331855812973,23.6645343366634,"Y","-9","Y","0.5","2.5","-9","-9","0.2","3",2014,2009,2009,"0.019619","0.004000","21.905638","0.999573","0.999573","C_Se_Se","0","0","9","2","0","2","1","0","0","0","---"
"50","S8415","L0554","L0565",423503.4192,4687280.531,423501.1175,4687279.792,423502.0533,4687282.788,2.41742505367555,2.6381303619616,"Y","Y","Y","0.5","2.5","0.5","2","0.5","2.5",2014,2011,2011,"0.014949","0.003000","22.270799","0.999704","0.999704","C_Se_Se","0","0","5","5","0","0","0","0","0","0","---"
"51","S8457","L1578","L0554",423505.8103,4687300.504,423498.5171,4687300.656,423501.1175,4687279.792,7.29478376927145,21.2369799127285,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2",2014,2011,2011,"0.000000","0.000000","24.401416","0.999965","0.999965","C_Se_Se","0","0","17","4","1","0","0","0","0","0","---"
"52","S7165","L0328","K1773",423510.6654,4686479.161,423561.3674,4686435.527,423701.9989,4686016.738,66.8925912194054,500.443342598979,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2011,2010,"0.007802","0.001000","22.834352","0.999831","0.999831","C_Se_Se","0","0","130","8","1","0","0","0","0","0","---"
"53","S6738","L0075","K1712",423511.4963,4685924.552,423522.7711,4685933.384,423992.7195,4686093.577,14.3221974232646,510.044330272437,"FO","-9","-9","3","2.5","-9","-9","-9","-9",2014,2011,2010,"0.000000","0.000000","22.215246","0.999687","0.999687","C_Se_Se","0","0","5","3","0","1","0","0","0","0","---"
"54","S5233","L0569","L0566",423512.9944,4687303.513,423506.7132,4687310.726,423510.4623,4687317.517,9.56456180038881,14.2310767829541,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2014,2011,2011,"0.000000","0.000000","24.776711","0.999976","0.999976","C_Se_Se","0","0","26","11","1","0","2","0","0","0","---"
"55","S1916","K1297","K1719",423514.8824,4685923.638,423510.6178,4685919.378,423963.8706,4686088.494,6.02780334499954,478.296879014649,"Y","-9","-9","1","2.5","-9","-9","-9","-9",2014,2010,2010,"0.026187","0.006000","21.167855","0.999108","0.999108","C_Se_Se","0","0","13","11","0","1","0","0","0","0","---"
"56","S6926","M0451","K1103",423516.4476,4686465.752,423507.3409,4686486.085,423523.924,4686463.435,22.2792027208162,7.8271991135523,"Y","Y","WO","0.5","2.5","0.5","2.5","2","2.5",2014,2012,2010,"0.007682","0.001000","23.252176","0.999889","0.999889","C_Se_Se","0","0","57","30","0","0","0","0","0","0","---"
"57","S8914","L0091","L0829",423516.5661,4685923.091,423516.4607,4685917.564,423520.8678,4685921.118,5.52800489846445,4.73258406063803,"W","-9","Y","0.5","0.5","-9","-9","1","2.5",2014,2011,2011,"0.007729","0.001000","22.722832","0.999812","0.999812","C_Se_Se","0","0","42","14","3","0","0","0","0","0","---"
"58","S7170","K1103","L0684",423520.2347,4686465.388,423523.924,4686463.435,423525.4526,4686463.361,4.17434348045889,5.59778611714748,"WO","WO","-9","1.5","2.5","2","2.5","-9","-9",2014,2010,2011,"0.045460","0.012000","19.715004","0.996198","0.996198","C_Se_Se","0","0","21","6","0","0","1","0","0","0","---"
"59","S7161","L0684","L0677",423520.4591,4686464.96,423525.4526,4686463.361,423525.6731,4686460.267,5.24326646773435,7.01498717034458,"Y","-9","WO","0.5","2.5","-9","-9","1.5","2.5",2014,2011,2011,"0.000000","0.000000","23.401789","0.999904","0.999904","C_Se_Se","0","0","16","11","1","1","0","0","0","0","---"
"60","S7202","P1423","L0677",423524.5568,4686459.229,422936.0467,4687015.503,423525.6731,4686460.267,809.805471009688,1.52432597871449,"Y","Y","WO","0.5","2.5","0.5","2.5","1.5","2.5",2014,2013,2011,"0.006257","0.001000","19.843277","0.996654","0.996654","C_Se_Se","0","0","12","1","1","1","0","1","1","2","s1346_227941,s235_82833"
"61","S6849","K1103","K1101",423524.9178,4686453.64,423523.924,4686463.435,423527.2069,4686457.313,9.84528635635011,4.32792188157779,"WO","WO","Y","1.5","2.5","2","2.5","1","3",2014,2010,2010,"0.011693","0.002000","22.078921","0.999641","0.999641","C_Se_Se","0","0","26","12","0","0","0","0","0","0","---"
"62","S6896","K1103","L0684",423525.1135,4686460.164,423523.924,4686463.435,423525.4526,4686463.361,3.48056766176106,3.2149335620001,"Y","WO","-9","0.5","2.5","2","2.5","-9","-9",2014,2010,2011,"0.032528","0.008000","21.842341","0.999545","0.999545","C_Se_Se","0","0","38","10","0","0","1","0","0","0","---"
"63","S6893","K1103","L0684",423525.2762,4686458.037,423523.924,4686463.435,423525.4526,4686463.361,5.56478650448917,5.32692152750881,"Y","WO","-9","1","2.5","2","2.5","-9","-9",2014,2010,2011,"0.006604","0.001000","22.786487","0.999823","0.999823","C_Se_Se","0","0","31","5","1","0","1","0","0","0","---"
"64","S6884","L0672","K1101",423525.506,4686452.571,423525.7425,4686460.654,423527.2069,4686457.313,8.08645912894499,5.03781944956181,"Y","Y","Y","0.5","2.5","0.5","2.5","1","3",2014,2011,2010,"0.000000","0.000000","26.593799","0.999996","0.999996","C_Se_Se","0","0","2","1","1","0","0","0","0","0","---"
"65","S6897","L0672","K1101",423525.6007,4686451.674,423525.7425,4686460.654,423527.2069,4686457.313,8.98111948745945,5.86329254300089,"-9","Y","Y","-9","-9","0.5","2.5","1","3",2014,2011,2010,"0.042119","0.011000","19.560482","0.995565","0.995565","C_Se_Se","0","0","7","2","1","0","0","1","0","1","s16_391553"
"66","S6888","K1101","L1080",423526.1302,4686452.221,423527.2069,4686457.313,423722.2012,4686223.536,5.20458902236952,301.231914421117,"Y","Y","Y","0.5","2.5","1","3","1","2.5",2014,2010,2011,"0.007072","0.001000","24.024291","0.999949","0.999949","C_Se_Se","0","0","2","1","0","0","0","0","0","0","---"
"67","S6847","M2066","L0689",423526.4101,4686454.768,423522.4718,4686461.24,423529.3994,4686457.519,7.57608017979673,4.06250113735312,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2014,2012,2011,"0.032317","0.008000","20.895668","0.998829","0.998829","C_Se_Se","0","0","82","17","2","2","0","0","0","0","---"
"68","S0045","L0067","P0162",423534.3029,4685927.929,423530.0499,4685925.585,423538.6018,4685938.624,4.85616566832629,11.5266459222241,"WO","-9","WR","2.5","2","-9","-9","1.5","1",2014,2011,2013,"0.000000","0.000000","22.016175","0.999618","0.999618","C_Se_Se","0","0","2","1","0","1","0","0","0","0","---"
"69","S8910","K1294","K0490",423539.1546,4685928.306,423537.9804,4685929.342,423547.8667,4685915.831,1.56589962662634,15.2159886764147,"-9","-9","-9","-9","-9","-9","-9","-9","-9",2014,2010,2010,"0.019167","0.004000","20.911062","0.998847","0.998847","C_Se_Se","0","0","6","3","2","0","0","0","0","0","---"
"70","S0071","L0067","L0060",423540.32,4685929.227,423530.0499,4685925.585,423546.833,4685930.569,10.8967480474876,6.64982202770741,"WR","-9","WR;WO","1.5","1","-9","-9","2;2","1.5;2",2014,2011,2011,"0.019130","0.004000","20.497260","0.998257","0.998257","C_Se_Se","0","0","19","2","1","1","0","0","1","1","s930_115738"
"71","S0056","J0016","K0402",423543.498,4685911.469,423503.4358,4685884.54,423517.9456,4685907.215,48.2716367012622,25.9040858120859,"WO","FR","-9","2","2.5","4","1","-9","-9",2014,2009,2010,"0.038705","0.010000","19.981387","0.997085","0.997085","C_Se_Se","0","0","14","5","2","0","1","0","0","1","s432_102321"
"72","S2938","J1620","K1731",423547.1205,4685929.905,423559.9419,4685937.458,423843.4039,4686040.028,14.8807293823067,316.086899830509,"Y","-9","-9","0.5","2.5","-9","-9","-9","-9",2014,2009,2010,"0.000000","0.000000","23.171047","0.999880","0.999880","C_Se_Se","0","0","8","5","1","0","0","0","0","0","---"
"73","S8446","K0490","K2008",423548.8123,4685933.834,423547.8667,4685915.831,423550.4984,4685930.63,18.0278165162653,3.62057304986367,"W","-9","-9","0.5","0.5","-9","-9","-9","-9",2014,2010,2010,"0.011639","0.002000","22.868017","0.999837","0.999837","C_Se_Se","0","0","36","19","0","0","0","0","0","0","---"
"74","S1906","K0488","K2019",423549.6042,4685931.026,423544.3143,4685930.019,423550.3199,4685930.971,5.384894707261,0.717810204697698,"WO","-9","-9","2","2.5","-9","-9","-9","-9",2014,2010,2010,"0.011612","0.002000","21.039477","0.998986","0.998986","C_Se_Se","0","0","11","3","0","0","0","0","0","0","---"
"75","S0062","K0488","K2008",423554.537,4685934.552,423544.3143,4685930.019,423550.4984,4685930.63,11.182651040252,5.62959802847601,"W","-9","-9","0.5","1","-9","-9","-9","-9",2014,2010,2010,"0.000000","0.000000","25.382322","0.999987","0.999987","C_Se_Se","0","0","3","1","0","0","0","0","0","0","---"
"76","S6714","L0328","L1059",423560.0737,4686435.642,423561.3674,4686435.527,423721.5977,4686222.772,1.29880125115434,267.214594429346,"Y","Y","-9","0.5","2","0.5","2.5","-9","-9",2014,2011,2011,"0.006401","0.001000","24.021125","0.999949","0.999949","C_Se_Se","0","0","15","3","0","0","1","0","0","0","---"
"77","S6934","L0672","K0995",423560.4709,4686437.31,423525.7425,4686460.654,423560.9341,4686436.884,41.8450009270542,0.629309335684291,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2011,2010,"0.000000","0.000000","22.228265","0.999691","0.999691","C_Se_Se","0","0","16","1","0","0","0","0","1","1","s316_257789"
"78","S8780","L0252","P0241",423560.6975,4685933.743,423553.3178,4685932.372,423556.3431,4685930.812,7.50597182835511,5.24895802605721,"W","-9","WO","0.5","0.5","-9","-9","1.5","2.5",2014,2011,2013,"0.006840","0.001000","23.505850","0.999914","0.999914","C_Se_Se","0","0","28","11","2","1","0","0","0","0","---"
"79","S5124","L0261","L0333",423564.0626,4686435.859,423565.2549,4686434.425,423851.494,4686352.612,1.8649223284132,299.243834882248,"FO","FR","WR","4","2.5","3.5","1","2.5","1",2014,2011,2011,"0.007542","0.001000","21.575164","0.999406","0.999406","C_Se_Se","0","0","6","2","0","0","3","0","1","1","s382_741148"
"80","S6705","L0684","L0328",423565.0156,4686433.705,423525.4526,4686463.361,423561.3674,4686435.527,49.4440017086726,4.07787288164524,"Y","-9","Y","0","2.5","-9","-9","0.5","2.5",2014,2011,2011,"0.000000","0.000000","24.751236","0.999975","0.999975","C_Se_Se","0","0","13","3","0","1","0","0","0","0","---"
"81","S7171","L0328","L0264",423565.1623,4686434.001,423561.3674,4686435.527,423682.1547,4686354.579,4.09022517828504,141.403945283707,"WO","Y","FO","2","2.5","0.5","2.5","4","1.5",2014,2011,2011,"0.000000","0.000000","23.504092","0.999914","0.999914","C_Se_Se","0","0","10","2","0","0","2","0","0","0","---"
"82","S6765","L0328","K1773",423565.7334,4686432.773,423561.3674,4686435.527,423701.9989,4686016.738,5.16202208430137,437.782374834082,"Y","Y","-9","0.5","2.5","0.5","2.5","-9","-9",2014,2011,2010,"0.000000","0.000000","25.151586","0.999983","0.999983","C_Se_Se","0","0","9","2","0","0","0","0","0","0","---"
