"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"11","M0045","J1547","J1581",423838.6191,4686048.009,423830.6053,4686051.076,423926.4888,4686077.798,8.58064563099816,92.781833885382,"WO","FR","-9","1.5","2","3","1","-9","-9",2012,2009,2009,"0.049270","0.003000","21.810810","0.999531","0.999531","C_Se_Se","0","0","9","2","0","1","1","0","0","0","---"
"12","M0037","J1548","J1591",423839.2706,4686046.916,423840.4017,4686050.118,423919.0488,4686075.657,3.39590800925542,84.7974426277635,"-9","WO","-9","-9","-9","1.5","2.5","-9","-9",2012,2009,2009,"0.020365","0.001000","21.691688","0.999472","0.999472","C_Se_Se","0","0","10","3","1","0","0","0","0","0","---"
"13","M1038","K2002","K1388",424030.4962,4686111.833,424024.7422,4686107.34,424185.5324,4686115.744,7.3003811543121,155.085522314148,"FR","-9","-9","4","1","-9","-9","-9","-9",2012,2010,2010,"0.019582","0.001000","21.546427","0.999389","0.999389","C_Se_Se","0","0","40","21","0","0","0","0","0","0","---"
"14","M0083","J0627","J0639",424064.4,4686120,424040.0564,4686092.56,424082.7045,4686120.177,36.6819364399367,18.3053557531375,"FR","FO","FR","4","1","3","2","4","1",2012,2009,2009,"0.000000","0.000000","21.820221","0.999535","0.999535","C_Se_Se","0","0","24","5","0","1","0","0","1","1","s211_597773"
"15","M1454","J0887","J0791",424100.4944,4686120.435,424091.0975,4686128.397,424106.7137,4686123.098,12.3164594594217,6.76544614148805,"WR","-9","FR","2.5","1","-9","-9","4","1",2012,2009,2009,"0.018857","0.001000","21.113754","0.999059","0.999059","C_Se_Se","0","0","30","3","1","0","1","0","0","0","---"
"16","M1925","J0265","J0261",424130.2794,4686108.182,424131.192,4686111.722,424134.3289,4686112.912,3.65574052145799,6.22666445583857,"FR","-9","FR","3.5","1","-9","-9","4","1",2012,2009,2009,"0.047731","0.003000","18.986938","0.992158","0.992158","C_Se_Se","0","0","53","3","1","0","1","1","0","1","s91_122561"
"17","M2033","L0541","J0158",424138.3343,4686440.644,424133.5775,4686438.391,424134.0799,4686437.903,5.26337869072385,5.06092880427309,"FR","FR","FR","4","1","4","1","3.5","1",2012,2011,2009,"0.000000","0.000000","23.914847","0.999943","0.999943","C_Se_Se","0","0","3","2","0","3","0","0","0","0","---"
"18","M0868","J0223","J0086",424170.1,4686121,424171.0613,4686119.416,424210.596,4686125.243,1.85287713823928,40.7176750932766,"WR","-9","WR","2.5","1","-9","-9","1.5","1",2012,2009,2009,"0.000000","0.000000","22.736047","0.999814","0.999814","C_Se_Se","0","0","7","1","0","1","0","0","0","0","---"
"19","M1727","K0590","K0748",424177.9978,4686118.522,424177.7414,4686118.969,424273.3577,4686134.014,0.515315398308206,96.6101060553373,"WR","-9","-9","1.5","1","-9","-9","-9","-9",2012,2010,2010,"0.000000","0.000000","23.780760","0.999935","0.999935","C_Se_Se","0","0","6","1","0","0","1","0","0","0","---"
"20","M0472","K1360","K0595",424193.0453,4686115.233,424187.3482,4686114.764,424190.3507,4686115.7,5.71637204960378,2.73476839240588,"FR","-9","FR","3.5","1","-9","-9","3.5","1",2012,2010,2010,"0.000000","0.000000","22.084898","0.999643","0.999643","C_Se_Se","0","0","6","1","1","1","0","0","0","0","---"
"21","M1284","J0403","J0420",424222,4686426,424242.4247,4686428.592,424245.4636,4686428.868,20.5885121873794,23.6382306647425,"FR","FO","FR","4","1","3","1.5","4","1",2012,2009,2009,"0.000000","0.000000","23.323726","0.999897","0.999897","C_Se_Se","0","0","13","5","1","0","0","0","0","0","---"
"22","M1501","J0403","J0402",424222.0805,4686424.225,424242.4247,4686428.592,424244.4461,4686427.889,20.8076227052612,22.6637366594027,"WO","FO","WR","2.5","2","3","1.5","2","1",2012,2009,2009,"0.021214","0.001000","23.427023","0.999907","0.999907","C_Se_Se","0","0","52","1","0","0","0","0","0","0","---"
"23","M2075","J0908","J0612",424276.4868,4686417.906,424293.1517,4686416.971,424364.4914,4686437.046,16.6911089209231,90.0619188178036,"-9","FR","FR","-9","-9","3.5","1","4","1",2012,2009,2009,"0.033942","0.002000","21.269254","0.999194","0.999194","C_Se_Se","0","0","11","5","1","0","1","0","0","0","---"
"24","M1935","J0379","J0523",424285.2452,4686419.558,424282.972,4686415.124,424303.9847,4686422.393,4.98274966691617,18.9527329229468,"FR","FR","FR","4.5","1","4","1","3.5","1",2012,2009,2009,"0.023142","0.001000","22.746909","0.999816","0.999816","C_Se_Se","0","0","11","3","1","1","3","0","0","0","---"
"25","M2025","J0533","J0939",424287.0436,4686420.832,424303.1411,4686423.174,424411.6211,4686444.607,16.2669748339242,126.825881156911,"FR","WR","FR","3.5","1","2","1","4","1",2012,2009,2009,"0.000000","0.000000","24.119961","0.999953","0.999953","C_Se_Se","0","0","10","1","3","1","0","0","0","0","---"
"26","M2059","J0540","J0654",424292.5373,4686420.881,424292.1219,4686420.506,424308.012,4686422.775,0.559626804217217,15.5901756272998,"FR;FO","FR","FO","4;3.5","1;1.5","3.5","1","3.5","2",2012,2009,2009,"0.000000","0.000000","24.655840","0.999973","0.999973","C_Se_Se","0","0","61","14","0","0","0","0","0","0","---"
"27","M1280","J0648","J0430",424299.602,4686420.564,424292.3217,4686415.97,424317.5933,4686420.726,8.60857735606002,17.9920293377274,"FR","FR","-9","3.5","1","4","1","-9","-9",2012,2009,2009,"0.000000","0.000000","23.089425","0.999869","0.999869","C_Se_Se","0","0","11","4","2","1","0","0","0","0","---"
"28","M1285","J0433","J0430",424300.7346,4686420.683,424316.098,4686422.48,424317.5933,4686420.726,15.4681372039453,16.8587548380471,"FR","FR","-9","4","1","3.5","1","-9","-9",2012,2009,2009,"0.000000","0.000000","22.842918","0.999833","0.999833","C_Se_Se","0","0","55","28","0","0","0","0","0","0","---"
"29","M1331","L0804","L0797",424340.8585,4686431.845,424336.9919,4686434.001,424339.9352,4686434.439,4.42706805475663,2.75341949084503,"FR","-9","-9","3.5","1","-9","-9","-9","-9",2012,2011,2011,"0.000000","0.000000","23.370105","0.999901","0.999901","C_Se_Se","0","0","34","4","1","0","1","0","0","0","---"
"30","M1330","K1058","J0995",424469.9482,4686399.751,424476.7345,4686390.332,424488.8877,4686405.508,11.6091097283986,19.7951435775011,"FR","-9","FR","4","1","-9","-9","3.5","1",2012,2010,2009,"0.000000","0.000000","24.192318","0.999957","0.999957","C_Se_Se","0","0","5","2","0","0","0","0","0","0","---"
"31","M1397","J0761","J0169",424625.8306,4686073.145,424640.6515,4686068.643,424667.101,4686058.515,15.4895797491189,43.7867881461958,"WR","-9","WR","2.5","1","-9","-9","2","1",2012,2009,2009,"0.000000","0.000000","22.432454","0.999748","0.999748","C_Se_Se","0","0","10","1","1","1","2","0","0","0","---"
"32","M1535","K0067","K1723",424649.8892,4686427.192,424648.2828,4686427.059,424666.5458,4686421.784,1.6118963861924,17.5125323000299,"FR","FO","-9","4","1","4","1.5","-9","-9",2012,2010,2010,"0.000000","0.000000","22.834053","0.999831","0.999831","C_Se_Se","0","0","16","3","1","3","2","0","0","0","---"
