"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"28","V0797","S0733","S0737",423123.4,4686222,423121.0244,4686224.524,423123.5933,4686227.228,3.46612916106548,5.23157231539816,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2014,2014,"0.000000","0.000000","24.306375","0.999961","0.999961","C_Se_Se","0","0","291","78","1","2","0","0","0","0","---"
"29","V4984","S0590","P3087",423123.4,4686235,423116.1198,4686226.917,423127.9631,4686228.011,10.8782443911986,8.34673604533904,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2014,2013,"0.017207","0.002000","23.145088","0.999876","0.999876","C_Se_Se","0","0","31","6","0","0","1","0","0","0","---"
"30","V0786","S8710","P3066",423130.2,4686224,423123.4332,4686229.059,423128.9099,4686223.324,8.44884981777929,1.45648000670382,"Y","WO","-9","0.5","2.5","1.5","2.5","-9","-9",2016,2014,2013,"0.011043","0.001000","24.240665","0.999959","0.999959","C_Se_Se","0","0","9","3","0","1","0","0","0","0","---"
"31","V2927","P3084","P2797",423130.8,4686225,423115.0379,4686235.241,423128.6076,4686228.413,18.7968581794326,4.05649932306369,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2013,2013,"0.033076","0.005000","22.837436","0.999832","0.999832","C_Se_Se","0","0","34","20","4","1","1","0","0","0","---"
"32","V4988","S1730","S8712",423142.5,4686220,423101.9833,4686215.415,423138.6175,4686221.368,40.7753013954269,4.11645845958186,"Y","Y","WO","0.5","2.5","0.5","2.5","1.5","2.5",2016,2014,2014,"0.019478","0.002000","22.625380","0.999792","0.999792","C_Se_Se","0","0","30","5","0","2","1","0","0","0","---"
"33","V1527","P1417","M1705",423193,4686890,423196.325,4686888.28,423196.5,4686888,3.74353108697929,4.03112887414927,"WO","WO","Y","1.5","2.5","2","2","0.5","2.5",2016,2013,2012,"0.046553","0.008000","20.320018","0.997920","0.997920","C_Se_Se","0","0","44","11","2","2","0","0","0","0","---"
"34","V6816","M0609","M1203",423194.8,4686889,423132,4686890,423194.2836,4686887.653,62.8079612787944,1.44259417721808,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2012,2012,"0.000000","0.000000","25.143752","0.999983","0.999983","C_Se_Se","0","0","36","5","0","0","0","0","0","0","---"
"35","V4438","M1753","P1464",423205.4,4686889,423195.3003,4686889.213,423199.8473,4686889.574,10.1019458071508,5.58228925173425,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2012,2013,"0.023636","0.003000","22.004786","0.999614","0.999614","C_Se_Se","0","0","95","54","0","0","2","0","0","0","---"
"36","V4427","P1417","T2542",423208.5,4686889,423196.325,4686888.28,423208.1,4686891,12.1962709464549,2.03960780544168,"Y","WO","Y","0.5","2.5","2","2","0.5","2.5",2016,2013,2015,"0.000000","0.000000","25.330205","0.999986","0.999986","C_Se_Se","0","0","5","4","0","2","1","0","0","0","---"
"37","V6820","J1008","J0876",423249.3,4686887,423505.5066,4687297.784,423515.4582,4687288.415,484.133573034927,481.63698949756,"-9","Y","-9","-9","-9","0.5","3","-9","-9",2016,2009,2009,"0.000000","0.000000","24.875096","0.999978","0.999978","C_Se_Se","0","0","5","6","1","0","2","0","0","0","---"
"38","V4453","T2655","L0628",423313.3,4686913,423308.7,4686912,423646.733,4687099.026,4.70744091835318,381.815712307477,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2016,2015,2011,"0.049691","0.009000","23.484032","0.999912","0.999912","C_Se_Se","0","0","140","156","0","0","1","0","0","0","---"
"39","V4097","S8710","S1160",423331.1,4686039,423123.4332,4686229.059,423332.0894,4686035.57,281.510076735016,3.56984766593701,"Y","WO","W","0.5","3","1.5","2.5","0.5","1.5",2016,2014,2014,"0.010466","0.001000","22.342697","0.999724","0.999724","C_Se_Se","0","0","28","2","1","1","1","0","1","1","s1099_632387"
"40","V4487","M1236","M0726",423388.9,4686929,423412.8,4686933,423421.3,4686938,24.2324163054024,33.6267750460513,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2012,2012,"0.000000","0.000000","22.838670","0.999832","0.999832","C_Se_Se","0","0","128","35","0","1","1","0","0","0","---"
"41","V1816","J0063","J0077",423434.5,4685898,423435.6368,4685898.972,423450.989,4685901.589,1.49569323060621,16.8750716145977,"FR","FR","FR","3.5","1","3.5","1","3.5","1",2016,2009,2009,"0.010162","0.001000","23.358228","0.999900","0.999900","C_Se_Se","0","0","5","2","0","0","1","0","0","0","---"
"42","V4362","L0314","M0723",423478,4687206,423488.5776,4687208.977,423503.4906,4687295.939,10.9885463442682,93.4815190794694,"-9","WO","Y","-9","-9","2","2.5","0.5","2.5",2016,2011,2012,"0.041421","0.007000","21.367336","0.999269","0.999269","C_Se_Se","0","0","31","9","1","2","0","0","0","0","---"
"43","V0480","P1168","K1289",423509.3,4685921,423491.3908,4685911.56,423504.92,4685907.152,20.2448276023172,14.5241696494649,"Y","Y","W","0.5","2.5","0.5","2.5","0.5","1.5",2016,2013,2010,"0.033550","0.005000","22.586193","0.999784","0.999784","C_Se_Se","0","0","240","116","2","2","0","0","0","0","---"
"44","V0463","L0829","K1660",423509.4,4685921,423520.8678,4685921.118,423905.8392,4686522.59,11.4684070750729,720.468297287558,"WR","Y","-9","2","1","1","2.5","-9","-9",2016,2011,2010,"0.010017","0.001000","20.694305","0.998569","0.998569","C_Se_Se","0","0","7","2","2","0","0","0","1","1","ros_assembly_737420"
"45","V6301","L0243","K1719",423509.5,4685925,423508.7608,4685917.553,423963.8706,4686088.494,7.4835971053676,482.890184390162,"-9","-9","-9","-9","-9","-9","-9","-9","-9",2016,2011,2010,"0.018096","0.002000","22.645714","0.999796","0.999796","C_Se_Se","0","0","741","252","0","0","0","0","0","0","---"
"46","V0466","K0471","K1719",423510.5,4685925,423512.64,4685920.346,423963.8706,4686088.494,5.12243262532181,481.949363502396,"FO","-9","-9","4","1.5","-9","-9","-9","-9",2016,2010,2010,"0.009946","0.001000","22.528874","0.999771","0.999771","C_Se_Se","0","0","20","8","1","0","0","0","0","0","---"
"47","V0470","K0412","K1719",423510.9,4685919,423520.5779,4685912.119,423963.8706,4686088.494,11.874759341131,483.64303003387,"Y","-9","-9","0.5","2","-9","-9","-9","-9",2016,2010,2010,"0.000000","0.000000","23.956273","0.999945","0.999945","C_Se_Se","0","0","20","10","0","2","0","0","0","0","---"
"48","V4218","S0070","K1719",423513,4685922,423498.1608,4685908.165,423963.8706,4686088.494,20.2881512622171,480.629327008209,"FO","FO","-9","3.5","2.5","3","1.5","-9","-9",2016,2014,2010,"0.046170","0.008000","22.278350","0.999706","0.999706","C_Se_Se","0","0","10","6","0","0","0","0","1","1","s930_115738"
"49","V2987","K1297","K1719",423513.3,4685923,423510.6178,4685919.378,423963.8706,4686088.494,4.50700353262375,480.002218349431,"Y","-9","-9","0.5","2.5","-9","-9","-9","-9",2016,2010,2010,"0.017640","0.002000","21.771007","0.999512","0.999512","C_Se_Se","0","0","8","3","0","1","0","0","1","1","s930_115738"
"50","V0476","K0409","K1719",423515,4685919,423517.3903,4685910.394,423963.8706,4686088.494,8.93178426097611,479.80520170207,"WO","-9","-9","1.5","2.5","-9","-9","-9","-9",2016,2010,2010,"0.027498","0.004000","20.707967","0.998588","0.998588","C_Se_Se","0","0","59","5","1","1","0","0","1","1","s930_115738"
"51","V2989","P0340","J1620",423516.2,4685924,423523.3322,4685933.586,423559.9419,4685937.458,11.9482079343442,45.7653971860517,"WO","-9","-9","1.5","2.5","-9","-9","-9","-9",2016,2013,2009,"0.038074","0.006000","22.986325","0.999855","0.999855","C_Se_Se","0","0","17","9","0","0","0","1","0","1","ros_assembly_758578"
"52","V0209","K1289","L0067",423519.1,4685940,423504.92,4685907.152,423530.0499,4685925.585,35.7779751245787,18.1022798291051,"WO","W","-9","2","2","0.5","1.5","-9","-9",2016,2010,2011,"0.028189","0.004000","21.038359","0.998985","0.998985","C_Se_Se","0","0","29","5","0","0","1","0","0","0","---"
"53","V0443","K1289","L0056",423520.4,4685924,423504.92,4685907.152,423559.077,4685935.895,22.8798055937765,40.4648162480297,"Y","W","-9","0.5","2.5","0.5","1.5","-9","-9",2016,2010,2011,"0.000000","0.000000","24.126961","0.999954","0.999954","C_Se_Se","0","0","41","16","2","0","0","0","0","0","---"
"54","V4466","L0682","K1773",423522.9,4686461,423525.516,4686461.272,423701.9989,4686016.738,2.6301026595611,479.004322136342,"Y","FR","-9","0.5","3","3.5","1","-9","-9",2016,2011,2010,"0.017314","0.002000","22.049661","0.999631","0.999631","C_Se_Se","0","0","12","10","2","1","0","0","0","0","---"
"55","V0144","L0067","P0162",423538.9,4685930,423530.0499,4685925.585,423538.6018,4685938.624,9.89022219219726,8.62915402789777,"WO","-9","WR","2","2.5","-9","-9","1.5","1",2016,2011,2013,"0.032165","0.005000","20.638565","0.998487","0.998487","C_Se_Se","0","0","29","13","0","1","0","0","0","0","---"
"56","V0226","L0060","P0245",423551.1,4685934,423546.833,4685930.569,423554.5551,4685937.139,5.47531277636412,4.66808708282722,"Y","WR;WO","Y","0.5","2.5","2;2","1.5;2","1","2.5",2016,2011,2013,"0.000000","0.000000","25.372838","0.999987","0.999987","C_Se_Se","0","0","8","5","1","0","0","0","0","0","---"
"57","V3051","P0241","P0247",423552.5,4685935,423556.3431,4685930.812,423562.6243,4685918.312,5.68407966259032,19.5189854883198,"Y","WO","WR","0.5","2.5","1.5","2.5","2.5","1",2016,2013,2013,"0.000000","0.000000","24.520893","0.999969","0.999969","C_Se_Se","0","0","16","20","1","0","1","0","0","0","---"
"58","V6720","S6934","S6938",423557.1,4686436,423560.4709,4686437.31,423560.6046,4686436.398,3.6164992477786,3.52712704057325,"Y","Y","W","0.5","2","0.5","2.5","0.5","1",2016,2014,2014,"0.000000","0.000000","24.388768","0.999964","0.999964","C_Se_Se","0","0","20","9","1","0","0","0","0","0","---"
"59","V6759","T1132","S7098",423562.1,4686434,423559,4686440,423908.1193,4686535.845,6.75351760195053,360.696215668347,"WR","W","FR","1.5","1.5","0.5","1","3","1",2016,2015,2014,"0.000000","0.000000","23.416068","0.999906","0.999906","C_Se_Se","0","0","25","4","0","0","0","0","0","0","---"
"60","V4870","L0451","L0629",423581.1,4687146,423581.198,4687143.883,423647.5956,4687100.251,2.11926708991359,80.7132939505517,"WR","Y","W","1.5","0.5","0.5","2.5","1","1",2016,2011,2011,"0.000000","0.000000","23.655070","0.999926","0.999926","C_Se_Se","0","0","44","7","0","4","0","0","0","0","---"
"61","V4876","L0451","L0630",423581.2,4687146,423581.198,4687143.883,423647.5017,4687101.18,2.11700094435296,80.0296683919043,"WO","Y","Y","1.5","2.5","0.5","2.5","0.5","2.5",2016,2011,2011,"0.000000","0.000000","24.877225","0.999978","0.999978","C_Se_Se","0","0","4","3","0","4","0","0","0","0","---"
"62","V4437","L0464","S3315",423585.4,4687149,423601.5886,4687144.558,423662.7793,4687235.356,16.7869632142948,115.952209139931,"Y","Y","W","0.5","3","0.5","2.5","0.5","0.5",2016,2011,2014,"0.016307","0.002000","23.446873","0.999909","0.999909","C_Se_Se","0","0","9","3","2","3","0","0","0","0","---"
"63","V0467","P1200","M0401",423585.7,4685964,423587.1855,4685959.863,423588.553,4685958.796,4.39562046256181,5.93474725654643,"FO","FO","WO","4","1.5","3.5","2.5","2.5","2.5",2016,2013,2012,"0.016213","0.002000","21.915856","0.999578","0.999578","C_Se_Se","0","0","11","6","3","0","1","0","0","0","---"
"64","V4864","K1111","L0456",423586.3,4687143,423586.4674,4687159.592,423587.7718,4687143.955,16.592844444698,1.7544857480585,"Y","-9","Y","0.5","2.5","-9","-9","1","2.5",2016,2010,2011,"0.000000","0.000000","24.966921","0.999980","0.999980","C_Se_Se","0","0","36","3","0","0","1","0","0","0","---"
"65","V4869","L0462","L0455",423586.9,4687143,423590.8978,4687143.964,423592.3953,4687147.265,4.1123838389706,6.95618768339424,"Y","W","Y","0.5","2.5","1","1.5","1","2.5",2016,2011,2011,"0.047140","0.008000","21.165817","0.999106","0.999106","C_Se_Se","0","0","6","2","0","0","0","0","1","1","ros_assembly_620992"
"66","V1603","L0451","K1111",423587.2,4687150,423581.198,4687143.883,423586.4674,4687159.592,8.56981289152762,9.61993590225078,"Y","Y","-9","0.5","3","0.5","2.5","-9","-9",2016,2011,2010,"0.000000","0.000000","22.891185","0.999841","0.999841","C_Se_Se","0","0","3","1","0","4","0","0","1","1","s248_368997"
"67","V0701","L0063","L0088",423587.9,4685963,423585.9565,4685958.575,423586.2351,4685960.386,4.83299257691901,3.09917537587337,"W","-9","-9","0.5","0.5","-9","-9","-9","-9",2016,2011,2011,"0.000000","0.000000","22.677868","0.999803","0.999803","C_Se_Se","0","0","9","2","2","1","2","0","0","0","---"
"68","V1775","K0475","K1299",423591.5,4685961,423509.2989,4685916.489,423593.6173,4685964.84,93.478606976172,4.38503811714172,"WR","-9","-9","1.5","0.5","-9","-9","-9","-9",2016,2010,2010,"0.045422","0.008000","21.284645","0.999206","0.999206","C_Se_Se","0","0","134","52","3","1","3","0","0","0","---"
"69","V4872","L0462","L0455",423592.2,4687144,423590.8978,4687143.964,423592.3953,4687147.265,1.30269752441338,3.27083583932245,"Y","W","Y","0.5","3","1","1.5","1","2.5",2016,2011,2011,"0.046942","0.008000","21.733518","0.999493","0.999493","C_Se_Se","0","0","53","11","1","0","0","0","0","0","---"
"70","V0441","P1182","M1790",423594.6,4685974,423602.4739,4685970.643,423608.2,4685972,8.55965829978296,13.7462722219862,"WO","WO","FR","1.5","2.5","1.5","2.5","3.5","1",2016,2013,2012,"0.046360","0.008000","21.737276","0.999495","0.999495","C_Se_Se","0","0","24","6","0","0","1","0","0","0","---"
"71","V0015","P1198","P1187",423598.6,4685972,423599.529,4685970.193,423643.2968,4685986.426,2.03181938176469,46.9671524178592,"FR","WO","W","3","1","1.5","2.5","0.5","1",2016,2013,2013,"0.022379","0.003000","21.205349","0.999141","0.999141","C_Se_Se","0","0","21","8","1","0","0","0","0","0","---"
"72","V4820","L0452","L1252",423603.3,4687125,423603.8753,4687126.526,423624.473,4687154.404,1.6308421409887,36.2338397772871,"Y","W","-9","0.5","2.5","0.5","1","-9","-9",2016,2011,2011,"0.010388","0.001000","23.848524","0.999939","0.999939","C_Se_Se","0","0","9","2","0","1","1","0","0","0","---"
"73","V0442","M1765","M0424",423624.6,4685995,423632.0746,4685979.274,423649.9527,4685992.026,17.411970628096,25.5265366490388,"WO","WO;WR","WO","1.5","2.5","1.5;1.5","2.5;1.5","2.5","2.5",2016,2012,2012,"0.000000","0.000000","24.201638","0.999957","0.999957","C_Se_Se","0","0","38","15","0","0","1","0","0","0","---"
"74","V0465","K2055","J1608",423626.4,4685985,423546.6667,4685932.205,424394.6189,4686447.3,95.6279831110413,896.594427997968,"Y","-9","-9","0.5","2.5","-9","-9","-9","-9",2016,2010,2009,"0.048921","0.009000","22.069097","0.999638","0.999638","C_Se_Se","0","0","101","61","0","0","0","0","0","0","---"
"75","V4746","L1272","L1282",423639.6,4687114,423640.6093,4687113.839,423641.9833,4687115.226,1.02206041414876,2.68014829621476,"WO","-9","-9","1.5","2.5","-9","-9","-9","-9",2016,2011,2011,"0.028767","0.004000","21.688049","0.999470","0.999470","C_Se_Se","0","0","101","9","0","1","1","0","0","0","---"
"76","V4773","L1283","L1282",423640.7,4687113,423640.3515,4687113.425,423641.9833,4687115.226,0.54961554732097,2.56942306541703,"WO","-9","-9","1.5","2.5","-9","-9","-9","-9",2016,2011,2011,"0.028620","0.004000","21.376884","0.999276","0.999276","C_Se_Se","0","0","19","7","1","0","1","0","0","0","---"
"77","V0720","P1187","S8779",423641.8,4685988,423643.2968,4685986.426,423649.0555,4685987.135,2.1720695753447,7.30688067856585,"WR","W","FO","2.5","1","0.5","1","4","2.5",2016,2013,2014,"0.000000","0.000000","23.085720","0.999869","0.999869","C_Se_Se","0","0","32","4","0","0","1","0","0","0","---"
"78","V1033","L0461","L0474",423643.9,4687078,423638.2052,4687080.841,423642.7559,4687075.642,6.36412036655939,2.62090228931052,"Y","W","Y","0.5","2.5","0.5","1","0.5","2.5",2016,2011,2011,"0.017530","0.002000","22.263906","0.999702","0.999702","C_Se_Se","0","0","30","9","0","0","0","0","0","0","---"
"79","V1806","M1776","P0228",423646.3,4685978,423615.448,4685972.13,423672.39,4686002.591,31.4054581880626,35.8525505508614,"Y","W","WO","0.5","2","0.5","1","1.5","2.5",2016,2012,2013,"0.000000","0.000000","23.259086","0.999890","0.999890","C_Se_Se","0","0","45","16","0","0","0","0","0","0","---"
"80","V5086","L0621","L0625",423648.3,4687102,423645.2799,4687096.992,423646.6289,4687093.376,5.84816791940822,8.78441524559822,"Y","Y","Y","0.5","2.5","0.5","2","1","2.5",2016,2011,2011,"0.010624","0.001000","22.107093","0.999651","0.999651","C_Se_Se","0","0","55","7","2","1","1","0","0","0","---"
"81","V5081","L0628","L0630",423652.7,4687104,423646.733,4687099.026,423647.5017,4687101.18,7.76825366501238,5.91394309167476,"Y","Y","Y","0.5","2","0.5","2.5","0.5","2.5",2016,2011,2011,"0.000000","0.000000","24.062048","0.999951","0.999951","C_Se_Se","0","0","18","3","1","1","0","0","0","0","---"
"82","V5097","L0628","L0479",423652.8,4687106,423646.733,4687099.026,423678.2685,4687067.37,9.2436553919581,46.2700917682496,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2011,2011,"0.000000","0.000000","23.374536","0.999902","0.999902","C_Se_Se","0","0","8","3","0","1","0","0","0","0","---"
"83","V5096","L1278","L1259",423654.2,4687120,423647.1333,4687124.731,423652.2094,4687121.209,8.5041525084702,2.32898461986978,"Y","-9","-9","0.5","3","-9","-9","-9","-9",2016,2011,2011,"0.015936","0.002000","21.988079","0.999607","0.999607","C_Se_Se","0","0","61","14","0","1","0","0","0","0","---"
