"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"84","V1609","L0482","L0483",423670.2,4687069,423673.9199,4687070.334,423677.8353,4687067.688,3.9518618408568,7.74720272674311,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2011,2011,"0.010788","0.001000","22.301347","0.999713","0.999713","C_Se_Se","0","0","92","14","1","1","1","0","0","0","---"
"85","V3322","M1373","P3518",423672.1,4687087,423675.7752,4687069.996,423679.1646,4687086.235,17.3966407973094,7.10589882844344,"Y","Y","Y","0.5","2.5","0.5","3","0.5","2.5",2016,2012,2013,"0.000000","0.000000","24.662364","0.999973","0.999973","C_Se_Se","0","0","8","1","0","0","0","0","0","0","---"
"86","V3892","P3518","P1405",423672.4,4687086,423679.1646,4687086.235,423705.1793,4687075.702,6.76868068090744,34.3588607566992,"Y","Y","W","0.5","2.5","0.5","2.5","0.5","0.5",2016,2013,2013,"0.027364","0.004000","22.792125","0.999824","0.999824","C_Se_Se","0","0","23","8","0","0","0","0","0","0","---"
"87","V6887","L0605","L0609",423673.2,4687104,423672.4425,4687088.399,423677.4078,4687088.97,15.619379220811,15.6078980278456,"Y","Y","Y","0.5","3","0.5","2.5","1","2.5",2016,2011,2011,"0.018575","0.002000","23.357359","0.999900","0.999900","C_Se_Se","0","0","33","7","0","0","0","0","0","0","---"
"88","V6822","L0320","K1670",423674.4,4687073,423673.2326,4687070.611,423678.0645,4687069.112,2.65897419358407,5.34276185617121,"Y","WR","-9","0.5","2.5","1.5","1","-9","-9",2016,2011,2010,"0.000000","0.000000","24.437213","0.999966","0.999966","C_Se_Se","0","0","22","7","0","0","0","0","0","0","---"
"89","V4651","L0320","L0482",423675,4687068,423673.2326,4687070.611,423673.9199,4687070.334,3.15293890803235,2.5718032601866,"WO","WR","Y","1.5","2.5","1.5","1","0.5","2.5",2016,2011,2011,"0.010871","0.001000","23.398859","0.999904","0.999904","C_Se_Se","0","0","33","6","0","0","1","0","0","0","---"
"90","V1612","K1670","L0479",423675.2,4687067,423678.0645,4687069.112,423678.2685,4687067.37,3.55891897191797,3.0907268158227,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2016,2010,2011,"0.000000","0.000000","26.279761","0.999995","0.999995","C_Se_Se","0","0","69","13","0","0","0","0","0","0","---"
"91","V4648","L0320","L1488",423675.3,4687068,423673.2326,4687070.611,423722.3183,4687079.095,3.33038492636257,48.3096218147466,"WO","WR","-9","1.5","2.5","1.5","1","-9","-9",2016,2011,2011,"0.000000","0.000000","23.193660","0.999882","0.999882","C_Se_Se","0","0","58","8","0","0","3","0","0","0","---"
"92","V3570","L0596","L0607",423676.2,4687093,423680.7744,4687086.278,423682.3981,4687084.456,8.13083140648896,10.5553957578896,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2011,2011,"0.000000","0.000000","24.069340","0.999951","0.999951","C_Se_Se","0","0","16","4","0","0","0","0","0","0","---"
"93","V4642","L0435","L1533",423676.4,4687064,423687.9881,4687063.638,423719.2999,4687144.5,11.5937528699579,91.2176047701681,"Y","WO","-9","0.5","2.5","2.5","2.5","-9","-9",2016,2011,2011,"0.029217","0.004000","21.007673","0.998953","0.998953","C_Se_Se","0","0","22","3","2","1","0","0","0","0","---"
"94","V4395","M1639","M1647",423687.4,4686202,423683.0167,4686203.645,423688.3561,4686202.225,4.68180989457321,0.982218005200895,"WO","Y","FR","2","2.5","0.5","2.5","3.5","1",2016,2012,2012,"0.000000","0.000000","23.242134","0.999888","0.999888","C_Se_Se","0","0","133","17","0","0","0","0","0","0","---"
"95","V0219","L1089","L1088",423702.5,4686218,423718.6816,4686228.57,423735.2643,4686238.027,19.3279351863216,38.4002615027487,"FR","-9","-9","4","1","-9","-9","-9","-9",2016,2011,2011,"0.032614","0.005000","20.937691","0.998878","0.998878","C_Se_Se","0","0","11","2","0","0","2","0","0","0","---"
"96","V1903","S0295","S0308",423703,4686214,423702.8298,4686212.818,423732.392,4686230.319,1.19419095628301,33.6184387651173,"FR","FR","WR","4","0.5","4","0.5","2","1",2016,2014,2014,"0.000000","0.000000","21.379564","0.999278","0.999278","C_Se_Se","0","0","12","1","1","0","3","0","0","0","---"
"97","V0641","K2007","K2006",423711.4,4686012,423708.0793,4686018.401,423796.6414,4686036.404,7.21109211459762,88.665954514484,"W","-9","-9","0.5","0.5","-9","-9","-9","-9",2016,2010,2010,"0.022143","0.003000","21.164713","0.999105","0.999105","C_Se_Se","0","0","29","2","1","2","0","1","0","1","ros_assembly_620992"
"98","V4383","L1026","M1059",423713.3,4686228,423710.4096,4686226.005,423712.4772,4686226.384,3.51204173669676,1.81341000361065,"FR","-9","FO","3.5","1","-9","-9","3.5","2.5",2016,2011,2012,"0.010956","0.001000","22.062708","0.999635","0.999635","C_Se_Se","0","0","31","3","1","2","0","0","1","1","s1099_632387"
"99","V6832","L0329","L0326",423715.1,4686827,423720.5596,4686827.077,423721.2553,4686828.272,5.46014296149442,6.28535616255882,"Y","Y","FO","0.5","2.5","0.5","2.5","3.5","2.5",2016,2011,2011,"0.000000","0.000000","23.533964","0.999916","0.999916","C_Se_Se","0","0","116","26","1","0","1","0","0","0","---"
"100","V1877","M0134","M0123",423715.4,4686228,423711.4,4686225,423715.1292,4686226.917,5,1.11634297561654,"FR","FR","FO","4","1","4","1","4.5","2.5",2016,2012,2012,"0.000000","0.000000","23.393229","0.999904","0.999904","C_Se_Se","0","0","13","1","3","0","0","0","0","0","---"
"101","V4151","T0925","L0494",423715.6,4686227,423717.4,4686228,423756.9972,4686247.134,2.05912602823811,46.0337498344959,"FR","FR","FR","4","1","4","1","3.5","1",2016,2015,2011,"0.000000","0.000000","23.328593","0.999897","0.999897","C_Se_Se","0","0","13","10","2","1","0","0","0","0","---"
"102","V1711","P3378","P3352",423718.3,4687074,423719.6019,4687075.54,423723.7291,4687070.943,2.01656728381868,6.23059995588501,"Y","Y","Y","0.5","2.5","0.5","2.5","0.5","2.5",2016,2013,2013,"0.018699","0.002000","22.660353","0.999799","0.999799","C_Se_Se","0","0","6","4","0","0","0","0","0","0","---"
"103","V6716","L1104","L1106",423721.2,4686230,423723.6144,4686224.814,423734.729,4686231.49,5.72048279059487,13.6108023643038,"Y","-9","-9","0.5","3","-9","-9","-9","-9",2016,2011,2011,"0.000000","0.000000","24.664668","0.999973","0.999973","C_Se_Se","0","0","14","15","2","2","1","0","0","0","---"
"104","V1849","L0323","L0304",423721.7,4686847,423697.675,4686752.687,423718.2336,4686843.842,97.324933054262,4.68923159580604,"Y","Y","Y","0.5","3","0.5","2.5","0.5","2.5",2016,2011,2011,"0.000000","0.000000","23.461885","0.999910","0.999910","C_Se_Se","0","0","83","22","1","0","1","0","0","0","---"
"105","V4420","L0304","L0326",423722.9,4686852,423718.2336,4686843.842,423721.2553,4686828.272,9.39831117581811,23.7849326695636,"Y","Y","FO","0.5","2.5","0.5","2.5","3.5","2.5",2016,2011,2011,"0.032920","0.005000","21.270525","0.999195","0.999195","C_Se_Se","0","0","10","4","0","1","1","0","0","0","---"
"106","V4370","K1532","K1521",423736.1,4686944,423736.055,4686952.906,423737.0232,4686951.751,8.90611368710073,7.80578626677522,"Y","-9","Y","0.5","2.5","-9","-9","0.5","2.5",2016,2010,2010,"0.000000","0.000000","23.857875","0.999939","0.999939","C_Se_Se","0","0","9","6","2","0","1","0","0","0","---"
"107","V4381","L1086","P0295",423763,4686255,423762.1479,4686255.291,423823.9715,4686281.387,0.900419574503013,66.4364175829318,"FR","WR","FO","3.5","1","1.5","1","4","2.5",2016,2011,2013,"0.000000","0.000000","22.647779","0.999797","0.999797","C_Se_Se","0","0","336","159","0","0","0","0","0","0","---"
"108","V6711","S5158","P3428",423775.6,4686330,423756.5313,4686330.161,423780.9788,4686328.961,19.0693796619143,5.47823059388704,"FR","FR","FR","3.5","0.5","3.5","1","4","0.5",2016,2014,2013,"0.028475","0.004000","20.896139","0.998830","0.998830","C_Se_Se","0","0","35","3","0","0","0","0","0","0","---"
"109","V0058","S0143","S0151",423782.1,4686037,423782.2288,4686036.373,423789.1162,4686035.923,0.64009252488418,7.09837949389016,"W","W","WO","0.5","1","0.5","1","1.5","2.5",2016,2014,2014,"0.033232","0.005000","20.894224","0.998828","0.998828","C_Se_Se","0","0","28","2","1","0","1","1","0","1","s91_122561"
"110","V0042","J0284","J0295",423787,4686037,423801.1674,4686054.808,423808.5774,4686035.769,22.7560999902496,21.6124860152554,"WR","FR","FR","2","1","3","1","3","1",2016,2009,2009,"0.011219","0.001000","23.053931","0.999865","0.999865","C_Se_Se","0","0","27","6","0","0","0","0","0","0","---"
"111","V0717","K0332","L0194",423798.1,4686035,423883.5214,4686064.712,423885.1885,4686066.155,90.4412434787683,92.4934638624181,"FR","FR","-9","4","1","4.5","1","-9","-9",2016,2010,2011,"0.000000","0.000000","23.164612","0.999879","0.999879","C_Se_Se","0","0","50","26","0","0","0","0","0","0","---"
"112","V1902","L1093","L0510",423816.1,4686278,423712.1734,4686219.348,423816.7701,4686278.742,119.334803353934,0.999798984545715,"WO","-9","-9","2","2.5","-9","-9","-9","-9",2016,2011,2011,"0.019080","0.002000","22.296179","0.999711","0.999711","C_Se_Se","0","0","16","6","0","4","0","0","0","0","---"
"113","V4714","K0113","J1233",423825.5,4686037,423812.6189,4686042.567,423831.555,4686046.425,14.0326129501177,11.2023948330883,"WR","FO","WR","2.5","1","4","1.5","2","1",2016,2010,2009,"0.011310","0.001000","21.471062","0.999341","0.999341","C_Se_Se","0","0","88","19","0","0","1","0","0","0","---"
"114","V6880","S5278","S2292",423833.3,4686350,423837.5208,4686352.685,423889.9379,4686425.725,5.00243716980877,94.5628221943331,"W","Y","WR","0.5","1.5","0.5","2.5","2","1",2016,2014,2014,"0.016999","0.002000","22.438097","0.999749","0.999749","C_Se_Se","0","0","40","7","0","1","0","0","0","0","---"
"115","V0688","P0683","J1598",423843.4,4686040,423845.6695,4686038.216,423894.9199,4686068.264,2.88674319085082,58.7635413503123,"FR","WO","FO","3.5","0.5","1.5","2.5","4.5","1.5",2016,2013,2009,"0.027231","0.004000","21.389776","0.999285","0.999285","C_Se_Se","0","0","73","17","0","0","0","0","0","0","---"
"116","V6743","K0996","K1000",423845.3,4686366,423845.868,4686367.667,423847.9153,4686371.515,1.7611112972352,6.10368897359029,"FR","-9","-9","3.5","1","-9","-9","-9","-9",2016,2010,2010,"0.023244","0.003000","22.877431","0.999838","0.999838","C_Se_Se","0","0","66","137","0","0","1","0","0","0","---"
"117","V1870","S0420","S0345",423860.7,4686323,423757.7492,4686252.77,423867.8011,4686327.651,124.62391472226,8.48866433580169,"WR","W","FR","2.5","1.5","0.5","1.5","4","0.5",2016,2014,2014,"0.000000","0.000000","22.957293","0.999851","0.999851","C_Se_Se","0","0","29","2","1","0","0","1","0","1","ros_assembly_620992"
"118","V0093","K0640","K0363",423861.1,4686053,423856.9293,4686049.443,423930.4046,4686085.43,5.48151324817042,76.5168771000564,"WR","-9","-9","1.5","1","-9","-9","-9","-9",2016,2010,2010,"0.000000","0.000000","23.148364","0.999877","0.999877","C_Se_Se","0","0","43","20","1","2","0","0","1","1","s1099_632387"
"119","V1876","L0529","L0526",423861.4,4686321,423838.4367,4686341.355,423859.0811,4686319.499,30.6861397361796,2.76229944259345,"Y","Y","FO","0.5","2.5","1","2.5","3","2",2016,2011,2011,"0.011687","0.001000","23.429627","0.999907","0.999907","C_Se_Se","0","0","26","19","1","0","0","0","0","0","---"
"120","V2951","K0508","K0421",423877.2,4686075,423873.9961,4686066.665,423879.4662,4686060.772,8.92956887030508,14.4073469606118,"WR","WR","-9","2","0.5","1.5","1","-9","-9",2016,2010,2010,"0.011785","0.001000","22.326574","0.999720","0.999720","C_Se_Se","0","0","11","4","3","0","0","0","0","0","---"
"121","V2395","S2481","S2264",423880.4,4686418,423877.1724,4686410.218,423880.9336,4686419.598,8.42478045737317,1.68473527911717,"WR","WR","FR","1.5","0.5","2","1.5","4","0.5",2016,2014,2014,"0.011885","0.001000","22.585279","0.999784","0.999784","C_Se_Se","0","0","19","7","0","1","1","0","0","0","---"
"122","V0584","M1787","P2425",423880.5,4686075,423886.056,4686064.351,424096.8305,4686119.679,12.0112587601902,220.896125523289,"FR","FR","FR","4.5","0.5","3","1","3.5","1",2016,2012,2013,"0.027634","0.004000","22.177220","0.999675","0.999675","C_Se_Se","0","0","56","15","0","0","0","0","0","0","---"
"123","V0994","L1104","L0426",423885.3,4686421,423723.6144,4686224.814,423880.408,4686423.93,254.226630869492,5.70232969918267,"WR","-9","FR","1.5","1","-9","-9","4","1",2016,2011,2011,"0.018453","0.002000","21.604778","0.999424","0.999424","C_Se_Se","0","0","73","21","0","2","0","1","0","1","s694_100451"
"124","V5376","S1823","S1838",423887.9,4686473,423886.7849,4686475.536,423891.2666,4686480.844,2.77033283407914,8.53594350690085,"FR","FR","-9","4","0.5","4","0.5","-9","-9",2016,2014,2014,"0.000000","0.000000","21.957666","0.999595","0.999595","C_Se_Se","0","0","67","7","3","1","0","0","0","0","---"
"125","V0988","K1133","K1122",423888.2,4686432,423883.6875,4686428.853,423885.6453,4686435.587,5.50147846031908,4.40375533973829,"W","-9","-9","0.5","1","-9","-9","-9","-9",2016,2010,2010,"0.022742","0.003000","22.331508","0.999721","0.999721","C_Se_Se","0","0","26","15","1","0","1","0","0","0","---"
"126","V4237","P2581","S1829",423888.9,4686478,423723.5787,4686222.598,423890.903,4686481.558,304.23890914473,4.08305926986736,"FR","FR","FR","4","1","4","1","4","1",2016,2013,2014,"0.000000","0.000000","23.323434","0.999897","0.999897","C_Se_Se","0","0","63","14","0","0","1","0","0","0","---"
"127","V4230","S1838","S4960",423889.1,4686479,423891.2666,4686480.844,423893.5835,4686487.595,2.84508199502581,9.69411147273421,"WR","-9","WO","2","0.5","-9","-9","2","2.5",2016,2014,2014,"0.015846","0.002000","21.031282","0.998978","0.998978","C_Se_Se","0","0","172","12","1","0","0","0","0","0","---"
"128","V4192","S1826","S1823",423893.4,4686459,423885.3852,4686470.625,423886.7849,4686475.536,14.1201148734729,17.8100770357764,"FR","WR","FR","3","0.5","2","1","4","0.5",2016,2014,2014,"0.018824","0.002000","21.480036","0.999347","0.999347","C_Se_Se","0","0","72","3","0","2","1","0","0","0","---"
"129","V6831","P3054","S5171",423900.8,4686512,423902.5111,4686517.891,423920.9367,4686576.104,6.13447179535715,67.1923321736013,"FR","FR","FR","3.5","0.5","4","0.5","4","1",2016,2013,2014,"0.000000","0.000000","23.775171","0.999934","0.999934","C_Se_Se","0","0","54","7","0","1","0","0","0","0","---"
"130","V0575","K0626","P2415",423902.5,4686075,423903.2417,4686070.582,423906.4842,4686063.606,4.47982621163641,12.0705047801387,"WR","FR","WR","2","0.5","4","0.5","1.5","0.5",2016,2010,2013,"0.013485","0.001000","22.313765","0.999716","0.999716","C_Se_Se","0","0","95","92","3","0","1","0","0","0","---"
"131","V5053","M0787","L0188",423904.1,4686073,423755.2174,4686243.881,423906.6014,4686075.168,226.641445335499,3.31017007996522,"FR","FR","FO","3.5","1","3.5","1","3","1.5",2016,2012,2011,"0.012090","0.001000","22.765483","0.999819","0.999819","C_Se_Se","0","0","103","90","0","0","0","0","0","0","---"
"132","V5325","P1344","S1974",423915.5,4686554,423912.4899,4686508.977,423916.6865,4686551.872,45.1235108453909,2.4364248907271,"WR","FR","WR","2.5","0.5","4","1","2","1",2016,2013,2014,"0.000000","0.000000","22.749285","0.999816","0.999816","C_Se_Se","0","0","15","4","0","1","0","0","1","1","s260_949098"
"133","V0562","K0652","K2060",423920.3,4686082,423921.3429,4686082.626,423972.606,4686092.235,1.21635373564025,53.2979630099603,"FO","FO","-9","4","1.5","3","2","-9","-9",2016,2010,2010,"0.000000","0.000000","23.280764","0.999892","0.999892","C_Se_Se","0","0","22","9","0","2","1","0","0","0","---"
"134","V2956","M0017","M0025",423920.7,4686080,423922.0782,4686080.467,423929.8,4686080,1.45517155006021,9.09999999997672,"FR","WO","FR","4","1","1.5","2.5","3.5","1",2016,2012,2012,"0.049111","0.009000","20.676063","0.998542","0.998542","C_Se_Se","0","0","21","11","0","0","0","0","0","0","---"
"135","V0081","K0375","K0652",423921.2,4686084,423921.2719,4686084.155,423921.3429,4686082.626,0.170864303112382,1.38141102121817,"WO","-9","FO","1.5","2.5","-9","-9","3","2",2016,2010,2010,"0.012195","0.001000","22.055678","0.999633","0.999633","C_Se_Se","0","0","17","10","0","1","2","0","0","0","---"
"136","V1878","S8011","L0294",423921.3,4686508,423907.1963,4686528.401,423926.8251,4686542.616,24.8015151689017,35.0541607521437,"Y","WO","FO","0.5","2.5","1.5","2.5","4","2.5",2016,2014,2011,"0.042132","0.007000","21.933400","0.999585","0.999585","C_Se_Se","0","0","14","13","0","1","2","0","0","0","---"
"137","V1812","K0628","J1581",423921.5,4686081,423920.7076,4686082.18,423926.4888,4686077.798,1.42137178783724,5.92797852874377,"FO","-9","-9","3.5","2.5","-9","-9","-9","-9",2016,2010,2009,"0.027770","0.004000","22.318465","0.999718","0.999718","C_Se_Se","0","0","21","10","1","0","1","0","0","0","---"
"138","V0589","K1820","J1251",423924,4686080,423926.0953,4686080.849,423929.6905,4686082.539,2.26077046393771,6.2312367351637,"FR","-9","FR","3.5","0.5","-9","-9","4","1",2016,2010,2009,"0.012302","0.001000","22.464453","0.999756","0.999756","C_Se_Se","0","0","47","26","0","0","0","0","0","0","---"
"139","V0159","P2473","P0187",423924.5,4686081,423924.7289,4686080.764,423926.6853,4686082.228,0.328772276492764,2.50669505332118,"Y","FO","WO","0.5","2.5","4","2","2","2.5",2016,2013,2013,"0.017421","0.002000","22.286293","0.999708","0.999708","C_Se_Se","0","0","79","21","3","0","0","0","0","0","---"
"140","V1869","S0485","S0566",423925,4686516,423921.7689,4686511.417,423922.7255,4686516.624,5.60748572949542,2.35854324738668,"Y","W","WO","0.5","2.5","0.5","1","1.5","2.5",2016,2014,2014,"0.000000","0.000000","22.767965","0.999820","0.999820","C_Se_Se","0","0","53","9","0","1","0","0","0","0","---"
"141","V1681","M0025","M0008",423925.3,4686073,423929.8,4686080,424031.7,4686111,8.32165848854662,112.982122479643,"WR","FR","W","1.5","1","3.5","1","0.5","1",2016,2012,2012,"0.000000","0.000000","23.570015","0.999919","0.999919","C_Se_Se","0","0","55","6","0","0","2","0","0","0","---"
"142","V1907","L0495","L0294",423926,4686541,423926.1093,4686524.282,423926.8251,4686542.616,16.7183572907586,1.81445474214135,"WR","-9","FO","1.5","0.5","-9","-9","4","2.5",2016,2011,2011,"0.016120","0.002000","22.474147","0.999758","0.999758","C_Se_Se","0","0","54","25","0","1","2","0","0","0","---"
"143","V2957","K0632","K1823",423928.9,4686084,423806.0411,4686038.385,423927.815,4686082.401,131.053567422801,1.93236280271286,"WR","W","-9","2","0.5","0.5","1","-9","-9",2016,2010,2010,"0.000000","0.000000","23.876104","0.999941","0.999941","C_Se_Se","0","0","19","3","1","0","0","0","0","0","---"
"144","V2128","S0485","S0630",423930.1,4686542,423921.7689,4686511.417,423925.5772,4686538.829,31.6974307505651,5.52367276731333,"WR","W","WR","1.5","0.5","0.5","1","2.5","1",2016,2014,2014,"0.000000","0.000000","23.097111","0.999870","0.999870","C_Se_Se","0","0","79","5","1","1","1","0","0","0","---"
"145","V2965","L0191","J1494",423930.3,4686083,423931.6335,4686083.67,423933.9407,4686081.048,1.49235459925625,4.13098057224808,"FR","FR;WR;FR","-9","3.5","1","3;2.5;3","1;1;0.5","-9","-9",2016,2011,2009,"0.000000","0.000000","22.076999","0.999640","0.999640","C_Se_Se","0","0","5","2","0","0","0","0","0","0","---"
"146","V1692","M1006","S5323",423936.8,4686088,423936.2412,4686087.148,424579.6797,4686117.223,1.01890207572788,643.54354351597,"WR","WR","FR","2","0.5","1.5","1","3.5","1",2016,2012,2014,"0.000000","0.000000","22.552695","0.999777","0.999777","C_Se_Se","0","0","82","22","1","1","1","0","0","0","---"
"147","V1683","P1031","P0193",423967.5,4686095,423967.988,4686098.169,424001.5292,4686100.605,3.20635384798695,34.4877148800022,"FO","FR","FO","4","2.5","4","1","3","2.5",2016,2013,2013,"0.037232","0.006000","21.326582","0.999239","0.999239","C_Se_Se","0","0","196","49","0","1","0","0","0","0","---"
"148","V4480","K1113","L0386",424026.4,4686447,424031.644,4686441.311,424032.1804,4686439.171,7.73719955812505,9.73171439975865,"FR","-9","FO","3.5","0.5","-9","-9","4.5","2.5",2016,2010,2011,"0.045793","0.008000","20.046746","0.997268","0.997268","C_Se_Se","0","0","34","3","0","2","1","1","0","1","s24_510325"
"149","V2143","L0383","L0362",424039.1,4686433,424034.4892,4686439.682,424036.8122,4686442.012,8.11841121402969,9.29785850837916,"FO","FO","FO","4","2.5","4","2.5","3.5","2.5",2016,2011,2011,"0.012521","0.001000","22.294362","0.999711","0.999711","C_Se_Se","0","0","36","24","0","0","1","0","0","0","---"
"150","V4473","S6586","S2946",424039.3,4686437,423824.1588,4686329.539,424037.8957,4686438.71,240.486179350234,2.21272648329107,"FR","FR","FR","4","0.5","4","0.5","3.5","0.5",2016,2014,2014,"0.018951","0.002000","21.411849","0.999301","0.999301","C_Se_Se","0","0","24","7","0","0","1","0","0","0","---"
"151","V4384","P0270","L0786",424061.4,4686416,423825.9385,4686284.794,424060.2053,4686416.982,269.549870002433,1.5464902488585,"FR","FO","FR","3.5","0.5","3.5","2.5","3.5","1",2016,2013,2011,"0.027909","0.004000","21.886287","0.999565","0.999565","C_Se_Se","0","0","9","4","1","0","0","0","0","0","---"
"152","V1296","L0057","M0055",424061.6,4686119,424064.3964,4686120.018,424076.7384,4686133.686,2.97593295633475,21.0914615556311,"FO","-9","FR","3.5","2","-9","-9","3.5","1",2016,2011,2012,"0.000000","0.000000","23.815385","0.999937","0.999937","C_Se_Se","0","0","278","208","0","0","3","0","0","0","---"
"153","V6022","M0070","L0284",424064,4686134,424066.2351,4686133.83,424070.1684,4686131.875,2.24155571198519,6.52416918544404,"FR","FR","FR","3.5","0.5","4","0.5","4","1",2016,2012,2011,"0.000000","0.000000","24.080242","0.999951","0.999951","C_Se_Se","0","0","16","4","1","0","1","0","0","0","---"
"154","V2150","M1266","L0449",424064.7,4686413,424060.1,4686417,424065.431,4686413.781,6.09590026167762,1.06972987273445,"WO","FR","FR","2.5","2","4","1","4","1",2016,2012,2011,"0.000000","0.000000","22.864253","0.999836","0.999836","C_Se_Se","0","0","36","8","0","1","0","0","0","0","---"
"155","V2159","S2958","L0438",424065.2,4686414,424065.0525,4686410.54,424065.6799,4686414.266,3.46314253962328,0.54868935645445,"FR","FR","FR","3","1","4","1","4","1",2016,2014,2011,"0.044877","0.008000","20.954267","0.998896","0.998896","C_Se_Se","0","0","27","5","1","1","1","1","0","1","s787_264617"
"156","V6596","P2434","P2450",424066.7,4686140,424068.2327,4686141.042,424069.3497,4686138.332,1.85335730249305,3.13099570244127,"WR","WR","FR","2.5","0.5","2","0.5","4","0.5",2016,2013,2013,"0.022260","0.003000","19.477364","0.995183","0.995183","C_Se_Se","0","0","9","1","0","0","0","0","1","1","s1180_371625"
"157","V6171","P2451","P2453",424069.8,4686141,424070.617,4686137.612,424074.4081,4686139.076,3.48511592373645,4.99363210586893,"WR","WR","FO","2","1","2","1.5","4","1.5",2016,2013,2013,"0.000000","0.000000","22.547154","0.999775","0.999775","C_Se_Se","0","0","8","2","0","1","0","0","0","0","---"
"158","V6763","S2798","S2785",424073.9,4686426,424035.4627,4686441.323,424036.4575,4686435.086,41.378984524628,38.5291604145827,"FO","FO","FO","3.5","2.5","3","2.5","4","2.5",2016,2014,2014,"0.000000","0.000000","24.680886","0.999973","0.999973","C_Se_Se","0","0","45","4","1","0","0","0","0","0","---"
"159","V5024","P0794","M1621",424080.7,4686143,424088.2772,4686142.278,424139.4324,4686122.304,7.61152046834879,62.2721384390856,"FO","FR","WR","3.5","2.5","3.5","1","1.5","1.5",2016,2013,2012,"0.042314","0.007000","22.200319","0.999682","0.999682","C_Se_Se","0","0","11","8","0","1","2","0","0","0","---"
"160","V4738","S8656","S8954",424089.2,4686123,424088.4875,4686118.956,424105.8429,4686128.831,4.1062869174115,17.6348144705868,"WR","FR","WR","2","1","3.5","0.5","2","0.5",2016,2014,2014,"0.000000","0.000000","22.280602","0.999707","0.999707","C_Se_Se","0","0","52","1","1","0","0","0","1","1","s211_597773"
"161","V4776","S8539","P2080",424089.7,4686128,424090.4061,4686129.487,424159.4188,4686112.794,1.64613067804987,71.3577852055648,"FR","FR","FR","4","1","4","1","3.5","1",2016,2014,2013,"0.000000","0.000000","22.714388","0.999810","0.999810","C_Se_Se","0","0","71","27","0","0","0","0","0","0","---"
"162","V0551","P0811","S8992",424093.2,4686121,424094.4013,4686121.619,424094.9067,4686126.973,1.35140027007986,6.21204908968796,"WR","FO","WR","2","1","4","2","1.5","1",2016,2013,2014,"0.000000","0.000000","23.641518","0.999925","0.999925","C_Se_Se","0","0","107","15","0","0","0","0","0","0","---"
"163","V0558","L1889","L1882",424093.3,4686119,424121.2246,4686110.667,424127.8398,4686113.1,29.1414168179149,35.0400882425589,"FR","FR","WR","3.5","1","4","1","2","1",2016,2011,2011,"0.042497","0.007000","21.553939","0.999394","0.999394","C_Se_Se","0","0","33","11","1","0","0","0","0","0","---"
"164","V0085","M0061","P2489",424101.3,4686127,424110.641,4686119.796,424114.1956,4686134.177,11.7962662312695,14.7582461140119,"FR","FR","W","3.5","1","4","1","0.5","0.5",2016,2012,2013,"0.013356","0.001000","22.671621","0.999802","0.999802","C_Se_Se","0","0","14","3","1","0","0","0","0","0","---"
"165","V0553","L0120","K0032",424106.1,4686118,424112.2689,4686111.664,424156.0651,4686119.307,8.84308900849673,49.9821914987039,"FR","FR","FR","4","1","4","1","3.5","1",2016,2011,2010,"0.018213","0.002000","21.386235","0.999283","0.999283","C_Se_Se","0","0","103","8","2","0","0","0","0","0","---"
"166","V1596","M0260","P1819",424109.2,4686108,424112.1508,4686110.253,424116.5252,4686103.151,3.71257722316569,8.7847228780017,"WO","Y","WO","2","2.5","1","2.5","2","2",2016,2012,2013,"0.041597","0.007000","19.626148","0.995846","0.995846","C_Se_Se","0","0","14","2","0","1","0","0","1","1","s24_510325"
"167","V1597","M0261","P1806",424109.5,4686105,424114.2694,4686101.94,424119.3486,4686102.072,5.66663712949735,10.2746341035734,"WR","FR","FR","2","0.5","4","1","3","0.5",2016,2012,2013,"0.000000","0.000000","22.848025","0.999834","0.999834","C_Se_Se","0","0","335","34","3","1","2","0","0","0","---"
"168","V6737","M0281","P1833",424110,4686105,424108.3475,4686112.942,424110.8955,4686105.759,8.11209715468249,1.17388297942492,"FR","WR","FR","4","1","2.5","1","4","1",2016,2012,2013,"0.049888","0.009000","22.025282","0.999621","0.999621","C_Se_Se","0","0","47","28","1","0","0","0","0","0","---"
"169","V6689","M0054","M0268",424112.1,4686107,424101.9135,4686120.132,424111.9475,4686110.088,16.6196933261329,3.09176329184447,"WR","Y","FR","2.5","0.5","1","2.5","4","1",2016,2012,2012,"0.000000","0.000000","23.496829","0.999913","0.999913","C_Se_Se","0","0","13","6","0","1","2","0","0","0","---"
