"","Kid","Pa","Ma","X_kid","Y_kid","X_pa","Y_pa","X_ma","Y_ma","Dist_pa","Dist_ma","Pheno_kid","Pheno_pa","Pheno_ma","Red_kid","Yellow_kid","Red_pa","Yellow_pa","Red_ma","Yellow_ma","year_kid","year_pa","year_ma","FDR","Pvalue","LOD","P.Pr.C_Se_Se","P.Pr.Max","MaxP.Pr.Relat","TotPaNonExc","TotMaNonExc","TotUnkNonExc","TotPairsNonExc","KidMiss","PaMiss","MaMiss","MI.Kid.Pa","MI.Kid.Ma","MI.Trio","MendIncLoci"
"30","P0297","K0332","K0103",423550.2172,4685929.374,423883.5214,4686064.712,423892.1673,4686065.313,359.733323424133,367.980003004305,"FR","FR","FR","4","1","4.5","1","3.5","1",2013,2010,2010,"0.013381","0.002000","20.840651","0.998763","0.998763","C_Se_Se","0","0","50","6","1","0","1","0","0","0","---"
"31","P0496","K0419","K2008",423551.3869,4685930.733,423515.5363,4685909.5,423550.4984,4685930.63,41.666603045613,0.894450250168343,"WO","-9","-9","2","2.5","-9","-9","-9","-9",2013,2010,2010,"0.026246","0.005000","20.336587","0.997954","0.997954","C_Se_Se","0","0","5","2","0","0","0","1","0","1","s382_741148"
"32","P1196","K1693","L0087",423590.0466,4685961.05,423439.314,4685893.985,423591.132,4685965.059,164.978880247402,4.15333289832651,"FR","-9","-9","3.5","1","-9","-9","-9","-9",2013,2010,2011,"0.000000","0.000000","22.087596","0.999644","0.999644","C_Se_Se","0","0","3","1","0","2","0","0","0","0","---"
"33","P0296","K1299","K1660",423593.4924,4685966.144,423593.6173,4685964.84,423905.8392,4686522.59,1.30996794282264,638.116505338733,"FR","-9","-9","3.5","1","-9","-9","-9","-9",2013,2010,2010,"0.049839","0.011000","20.517252","0.998292","0.998292","C_Se_Se","0","0","119","57","0","3","0","0","0","0","---"
"34","P0482","M0238","K1424",423619.8592,4685974.991,423615.2841,4685969.997,423638.6014,4685971.304,6.77285582377398,19.1014143414949,"Y","Y","-9","1","2.5","0.5","2.5","-9","-9",2013,2012,2010,"0.046283","0.010000","17.638644","0.970461","0.970461","C_Se_Se","0","0","50","1","0","1","0","0","0","2","s432_102321,s55_222383"
"35","P2188","L1232","J0248",423649.7169,4685979.075,423649.2457,4685980.746,423655.6042,4685974.107,1.73616544150358,7.70333209029901,"FO","-9","-9","3.5","2","-9","-9","-9","-9",2013,2011,2009,"0.000000","0.000000","22.736783","0.999814","0.999814","C_Se_Se","0","0","138","126","0","0","0","0","0","0","---"
"36","P1246","L0767","K0776",423677.0864,4685992.909,423674.4621,4685994.399,423685.4865,4685997.182,3.01778900695386,9.4244474114323,"WR","-9","FR","1.5","1","-9","-9","3","1",2013,2011,2010,"0.013312","0.002000","21.172600","0.999112","0.999112","C_Se_Se","0","0","131","8","4","0","0","0","0","0","---"
"37","P2208","K0553","K0554",423680.5337,4685993.429,423692.0255,4686016.21,423692.2036,4686015.229,25.5153959063626,24.7270411906074,"-9","-9","-9","-9","-9","-9","-9","-9","-9",2013,2010,2010,"0.007826","0.001000","22.541395","0.999774","0.999774","C_Se_Se","0","0","29","9","0","0","2","0","0","0","---"
"38","P2756","K0776","K0764",423687.6402,4685997.75,423685.4865,4685997.182,423715.9832,4686017.15,2.22734094607701,34.3465522143648,"Y","FR","-9","0.5","2","3","1","-9","-9",2013,2010,2010,"0.000000","0.000000","22.621388","0.999791","0.999791","C_Se_Se","0","0","10","1","0","0","0","0","0","0","---"
"39","P2809","K0134","K0128",423694.4298,4686013.343,423692.925,4686013.723,423693.2728,4686013.003,1.55203835000959,1.20592246871308,"-9","FR","WO","-9","-9","4","1","2","2",2013,2010,2010,"0.013244","0.002000","19.613517","0.995794","0.995794","C_Se_Se","0","0","6","2","1","2","1","0","1","1","s382_741148"
"40","P0115","L1044","L1026",423695.0255,4686221.966,423709.2416,4686225.166,423710.4096,4686226.005,14.5718049400804,15.905472448492,"FR","FR","-9","4","1","4","1","-9","-9",2013,2011,2011,"0.000000","0.000000","22.756271","0.999818","0.999818","C_Se_Se","0","0","9","3","0","0","2","0","0","0","---"
"41","P0998","L1044","L1053",423696.6368,4686221.562,423709.2416,4686225.166,423745.5837,4686237.954,13.1099122439015,51.6187629027815,"WR","FR","-9","2","1","4","1","-9","-9",2013,2011,2011,"0.007056","0.001000","21.475658","0.999344","0.999344","C_Se_Se","0","0","4","1","1","0","1","1","0","1","ros_assembly_748981"
"42","P0997","M1059","L1054",423706.4325,4686213.58,423712.4772,4686226.384,423714.4089,4686220.335,14.1591247638583,10.4524151256181,"WR","FO","-9","2","1","3.5","2.5","-9","-9",2013,2012,2011,"0.000000","0.000000","20.450925","0.998175","0.998175","C_Se_Se","0","0","43","3","0","0","1","1","0","1","ros_assembly_748981"
"43","P2548","M1315","M1351",423708.7592,4686215.46,423709.5221,4686215.92,423823.8094,4686342.807,0.890851508396589,171.621114461683,"FR","FR","FR","3.5","1","3.5","1","4.5","1",2013,2012,2012,"0.000000","0.000000","22.434023","0.999748","0.999748","C_Se_Se","0","0","17","1","0","1","1","0","1","1","ros_assembly_737420"
"44","P2564","L1044","L1026",423708.8309,4686223.651,423709.2416,4686225.166,423710.4096,4686226.005,1.56968133447917,2.83436230771107,"FO","FR","-9","4","1.5","4","1","-9","-9",2013,2011,2011,"0.008495","0.001000","20.442022","0.998159","0.998159","C_Se_Se","0","0","8","1","0","0","2","1","1","2","s1180_371625,s16_391553"
"45","P0980","L1044","L1026",423708.9968,4686223.104,423709.2416,4686225.166,423710.4096,4686226.005,2.07648044528598,3.22673284262633,"FO","FR","-9","4","2.5","4","1","-9","-9",2013,2011,2011,"0.006905","0.001000","21.103537","0.999049","0.999049","C_Se_Se","0","0","4","1","0","0","2","1","1","2","s1180_371625,s16_391553"
"46","P1333","K0547","K0137",423709.0812,4686024.127,423708.0471,4686025.163,423716.3385,4686023.546,1.46378236384296,7.28051950689238,"WR","-9","FR","2","1.5","-9","-9","3","1",2013,2010,2010,"0.000000","0.000000","23.081007","0.999868","0.999868","C_Se_Se","0","0","6","1","0","0","0","0","0","0","---"
"47","P1627","L1044","L1026",423710.6285,4686223.756,423709.2416,4686225.166,423710.4096,4686226.005,1.97777440836245,2.25962789176738,"FO","FR","-9","4","2","4","1","-9","-9",2013,2011,2011,"0.035447","0.007000","19.023188","0.992435","0.992435","C_Se_Se","0","0","10","2","0","0","2","1","1","2","s1180_371625,s16_391553"
"48","P2545","M1301","L1071",423710.6763,4686213.359,423708.7,4686216,423734.2812,4686230.854,3.29858192091948,29.3813942660241,"W","WR","-9","0.5","0.5","2","1","-9","-9",2013,2012,2011,"0.000000","0.000000","23.311976","0.999895","0.999895","C_Se_Se","0","0","10","1","0","1","1","0","0","0","---"
"49","P2558","L1054","L1098",423711.5405,4686216.579,423714.4089,4686220.335,423724.8383,4686224.3,4.72601889123002,15.3767787861604,"WR","-9","-9","1.5","1","-9","-9","-9","-9",2013,2011,2011,"0.035171","0.007000","20.227353","0.997719","0.997719","C_Se_Se","0","0","94","43","0","1","1","0","0","0","---"
"50","P1329","K1258","K0113",423711.756,4686024.906,423745.4632,4686031.202,423812.6189,4686042.567,34.2901581773793,102.39743901773,"WR","-9","FO","1.5","1","-9","-9","4","1.5",2013,2010,2010,"0.000000","0.000000","23.612098","0.999923","0.999923","C_Se_Se","0","0","10","2","2","0","0","0","0","0","---"
"51","P1635","L1044","L1026",423712.3536,4686225.608,423709.2416,4686225.166,423710.4096,4686226.005,3.14323209445445,1.9841232319964,"FR","FR","-9","4","0.5","4","1","-9","-9",2013,2011,2011,"0.013110","0.002000","19.895705","0.996825","0.996825","C_Se_Se","0","0","5","1","0","0","2","0","1","1","s1180_371625"
"52","P2549","L1036","L1093",423712.8174,4686218.364,423712.0886,4686219.022,423712.1734,4686219.348,0.981892784238328,1.17600680282899,"W","W","-9","0.5","1.5","0.5","1","-9","-9",2013,2011,2011,"0.017450","0.003000","21.780312","0.999516","0.999516","C_Se_Se","0","0","20","4","1","1","4","0","0","0","---"
"53","P2554","M1306","L1094",423714.3525,4686219.699,423714.2492,4686219.492,423721.887,4686224.247,0.23134366245493,8.80073827891322,"WR","WR","-9","2.5","1","2","1","-9","-9",2013,2012,2011,"0.007874","0.001000","22.351485","0.999727","0.999727","C_Se_Se","0","0","9","1","0","0","0","0","0","0","---"
"54","P1207","M1306","L0510",423719.2457,4686223.376,423714.2492,4686219.492,423816.7701,4686278.742,6.328543928449,112.144560952811,"FR","WR","-9","4","1","2","1","-9","-9",2013,2012,2011,"0.026902","0.005000","21.145352","0.999088","0.999088","C_Se_Se","0","0","77","21","3","0","0","0","0","0","---"
"55","P0999","L1107","L1080",423719.4144,4686222.638,423720.6081,4686222.818,423722.2012,4686223.536,1.20719496764232,2.92791021721801,"W","-9","Y","0.5","1","-9","-9","1","2.5",2013,2011,2011,"0.000000","0.000000","22.382747","0.999735","0.999735","C_Se_Se","0","0","8","1","0","0","0","0","0","0","---"
"56","P0992","M1306","L1107",423720.395,4686223.876,423714.2492,4686219.492,423720.6081,4686222.818,7.5491929134676,1.07924770576877,"WR","WR","-9","2","1","2","1","-9","-9",2013,2012,2011,"0.000000","0.000000","24.828492","0.999977","0.999977","C_Se_Se","0","0","13","2","1","0","0","0","0","0","---"
"57","P2582","L1080","L1109",423722.6091,4686222.023,423722.2012,4686223.536,423722.9926,4686223.974,1.56701991397823,1.98833429064721,"WO","Y","-9","1.5","2","1","2.5","-9","-9",2013,2011,2011,"0.000000","0.000000","24.145806","0.999955","0.999955","C_Se_Se","0","0","3","1","0","0","0","0","0","0","---"
"58","P2598","L1058","L1061",423723.3549,4686222.137,423722.009,4686223.678,423722.1225,4686223.785,2.04600288624019,2.05784201533924,"FR","WO","-9","4","1","1.5","2.5","-9","-9",2013,2011,2011,"0.013593","0.002000","21.329767","0.999241","0.999241","C_Se_Se","0","0","46","4","0","0","1","0","0","0","---"
"59","P2593","L1056","L1098",423723.498,4686222.45,423722.3079,4686223.067,423724.8383,4686224.3,1.34053236050009,2.28449208546943,"FR","-9","-9","4","1","-9","-9","-9","-9",2013,2011,2011,"0.000000","0.000000","22.222215","0.999689","0.999689","C_Se_Se","0","0","47","3","0","0","1","0","0","0","---"
"60","P2597","L1093","L1080",423723.5455,4686222.426,423712.1734,4686219.348,423722.2012,4686223.536,11.781287807704,1.7433423332026,"WO","-9","Y","2.5","2","-9","-9","1","2.5",2013,2011,2011,"0.000000","0.000000","21.822819","0.999536","0.999536","C_Se_Se","0","0","80","5","1","4","0","0","0","0","---"
"61","P2595","L1094","L1056",423723.941,4686223.298,423721.887,4686224.247,423722.3079,4686223.067,2.26263496836271,1.64935642303537,"WR","-9","-9","1.5","0.5","-9","-9","-9","-9",2013,2011,2011,"0.000000","0.000000","24.455243","0.999967","0.999967","C_Se_Se","0","0","47","5","0","0","0","0","0","0","---"
"62","P0987","L1104","L1051",423724.8176,4686226.591,423723.6144,4686224.814,423724.6622,4686225.536,2.14602405372183,1.06638368299954,"W","-9","-9","0.5","1","-9","-9","-9","-9",2013,2011,2011,"0.030503","0.006000","20.559757","0.998363","0.998363","C_Se_Se","0","0","4","1","1","2","1","1","0","1","s694_100451"
"63","P0947","L1104","L0338",423725.4638,4686225.065,423723.6144,4686224.814,423817.8642,4686339.914,1.86635510021701,147.404636022867,"WO","-9","FO","1.5","2.5","-9","-9","4","1.5",2013,2011,2011,"0.000000","0.000000","22.283820","0.999708","0.999708","C_Se_Se","0","0","18","2","1","2","1","0","0","0","---"
"64","P2606","L1104","L1075",423726.5544,4686224.901,423723.6144,4686224.814,423724.6693,4686225.613,2.94128696320203,2.01507965362831,"WR","-9","WR","1.5","1.5","-9","-9","2","1",2013,2011,2011,"0.006942","0.001000","21.204817","0.999140","0.999140","C_Se_Se","0","0","11","2","0","2","1","0","0","0","---"
"65","P1210","L1103","L1034",423729.3277,4686232.67,423727.5604,4686226.372,423730.3025,4686235.387,6.54126541913325,2.88657652607856,"WR","-9","-9","1.5","1","-9","-9","-9","-9",2013,2011,2011,"0.000000","0.000000","23.145829","0.999877","0.999877","C_Se_Se","0","0","68","10","1","1","1","0","0","0","---"
"66","P2615","L1068","L1079",423729.5025,4686226.79,423728.565,4686226.86,423732.1496,4686230.428,0.940109701067765,4.49913129525711,"WR","-9","Y","1.5","1.5","-9","-9","0.5","2.5",2013,2011,2011,"0.000000","0.000000","21.498657","0.999359","0.999359","C_Se_Se","0","0","11","3","0","0","0","0","0","0","---"
"67","P2617","M0763","L1077",423730.2052,4686227.275,423727.4286,4686227.768,423727.729,4686228.22,2.82002775873129,2.65039458175005,"FR","WR","FR","4","0.5","2","1","4","1",2013,2012,2011,"0.012978","0.002000","21.511808","0.999368","0.999368","C_Se_Se","0","0","11","11","2","0","1","0","0","0","---"
"68","P0726","L1075","L1068",423731.2349,4686229.281,423724.6693,4686225.613,423728.565,4686226.86,7.5207265183306,3.60410973893977,"WR","WR","-9","2","1","2","1","-9","-9",2013,2011,2011,"0.030868","0.006000","20.690508","0.998563","0.998563","C_Se_Se","0","0","6","3","1","1","0","0","0","0","---"
"69","P1626","L1058","L1104",423732.0421,4686230.115,423722.009,4686223.678,423723.6144,4686224.814,11.9204892772468,9.95624067054258,"FO","WO","-9","4","1.5","1.5","2.5","-9","-9",2013,2011,2011,"0.026790","0.005000","20.768169","0.998670","0.998670","C_Se_Se","0","0","79","8","3","0","2","0","0","0","---"
"70","P2616","L1080","L1062",423732.3168,4686230.065,423722.2012,4686223.536,423733.6106,4686230.621,12.0396513388252,1.40820965767262,"WR","Y","-9","1.5","0.5","1","2.5","-9","-9",2013,2011,2011,"0.000000","0.000000","22.620674","0.999791","0.999791","C_Se_Se","0","0","62","16","0","0","1","0","0","0","---"
"71","P2601","K1650","M0778",423732.3791,4686230.037,423630.2738,4685981.207,423727.4532,4686226.931,268.964423646814,5.82337761168862,"WO","-9","FR","2","2.5","-9","-9","4","1",2013,2010,2012,"0.017529","0.003000","20.470260","0.998210","0.998210","C_Se_Se","0","0","161","9","0","1","0","0","0","0","---"
"72","P0402","L1104","L1079",423732.8989,4686232.095,423723.6144,4686224.814,423732.1496,4686230.428,11.7989364453626,1.82765956569114,"WR","-9","Y","1.5","1","-9","-9","0.5","2.5",2013,2011,2011,"0.000000","0.000000","21.795305","0.999524","0.999524","C_Se_Se","0","0","23","11","0","2","0","0","0","0","---"
"73","P0403","L1062","L1106",423735.7665,4686232.439,423733.6106,4686230.621,423734.729,4686231.49,2.82011148892122,1.40606089843751,"WR","-9","-9","2.5","1","-9","-9","-9","-9",2013,2011,2011,"0.000000","0.000000","22.680003","0.999803","0.999803","C_Se_Se","0","0","116","2","0","1","1","0","1","1","s1017_177582"
"74","P0405","L1079","L1106",423736.4104,4686231.934,423732.1496,4686230.428,423734.729,4686231.49,4.51912078175216,1.73903477829613,"Y","Y","-9","1","2.5","0.5","2.5","-9","-9",2013,2011,2011,"0.008121","0.001000","22.296096","0.999711","0.999711","C_Se_Se","0","0","22","1","1","0","1","0","0","0","---"
"75","P2577","M1217","L0502",423742.4734,4686240.332,423737.1044,4686238.763,423789.0794,4686263.235,5.59356076220558,51.9294390976274,"FO","WO","-9","3","2.5","1.5","2.5","-9","-9",2013,2012,2011,"0.000000","0.000000","22.226760","0.999690","0.999690","C_Se_Se","0","0","13","3","0","0","1","0","0","0","---"
"76","P2387","K1788","K0357",423743.9061,4686032.38,423746.4879,4686030.988,423780.0859,4686034.761,2.93314766759257,36.2580624005069,"WR","-9","WO","1.5","1","-9","-9","2","3",2013,2010,2010,"0.012913","0.002000","22.290755","0.999710","0.999710","C_Se_Se","0","0","10","3","2","1","0","0","0","0","---"
"77","P1089","L0151","L0154",423744.2611,4686031.844,423743.8337,4686033.419,423743.8519,4686031.685,1.63196071048745,0.4390052846958,"WO","-9","-9","2.5","2","-9","-9","-9","-9",2013,2011,2011,"0.012849","0.002000","21.099891","0.999045","0.999045","C_Se_Se","0","0","102","19","1","1","3","0","0","0","---"
"78","P0404","L1071","L0492",423753.5021,4686241.595,423734.2812,4686230.854,423755.4159,4686245.192,22.0184485783319,4.0744373158302,"WR","-9","WR","2","1","-9","-9","2","1",2013,2011,2011,"0.038261","0.008000","18.718784","0.989770","0.989770","C_Se_Se","0","0","29","2","0","1","0","1","0","1","s91_181717"
"79","P2632","L1080","L0499",423753.7196,4686241.412,423722.2012,4686223.536,423753.9525,4686244.465,36.2348025319942,3.0618705739901,"WR","Y","WR","2","1","1","2.5","2","1",2013,2011,2011,"0.012722","0.002000","21.474523","0.999344","0.999344","C_Se_Se","0","0","32","11","1","0","0","0","0","0","---"
"80","P2624","L1062","L0499",423753.735,4686241.766,423733.6106,4686230.621,423753.9525,4686244.465,23.0044017602912,2.70774948068185,"FR","-9","WR","4","1","-9","-9","2","1",2013,2011,2011,"0.007095","0.001000","22.270667","0.999704","0.999704","C_Se_Se","0","0","36","5","0","1","0","0","0","0","---"
"81","P0972","L1086","L1015",423759.0277,4686253.413,423762.1479,4686255.291,423824.1835,4686283.428,3.64177594613908,71.7368698695224,"FO","WR","-9","3.5","2.5","1.5","1","-9","-9",2013,2011,2011,"0.000000","0.000000","21.686781","0.999469","0.999469","C_Se_Se","0","0","37","22","2","0","0","0","0","0","---"
"82","P1647","L1042","L1086",423764.1681,4686247.759,423751.2711,4686248.52,423762.1479,4686255.291,12.9194322630616,7.79821979999155,"FR","FR","WR","3.5","0.5","3.5","1","1.5","1",2013,2011,2011,"0.000000","0.000000","21.897516","0.999570","0.999570","C_Se_Se","0","0","24","4","1","0","0","0","0","0","---"
"83","P0244","L1053","L0505",423769.6068,4686252.198,423745.5837,4686237.954,423771.8173,4686253.56,27.9284956560158,2.59641180270189,"WR","-9","WR","1.5","1","-9","-9","2","1",2013,2011,2011,"0.000000","0.000000","22.872799","0.999838","0.999838","C_Se_Se","0","0","5","1","1","1","0","0","0","0","---"
